raj,raj_id,raj_nome,juiz_diretor,email,comarca_cirscunscricao,comarca,cirscunscricao_judiciaria
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Águas de Lindóia - 54ª CJ,Águas de Lindóia,54ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Americana - 53ª CJ,Americana,53ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Amparo - 54ª CJ,Amparo,54ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Araras - 10ª CJ,Araras,10ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Artur Nogueira - 7ª CJ,Artur Nogueira,7ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Atibaia - 6ª CJ,Atibaia,6ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Bragança Paulista - 6ª CJ,Bragança Paulista,6ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Brotas - 9ª CJ,Brotas,9ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Caieiras - 5ª CJ,Caieiras,5ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Cajamar - 5ª CJ,Cajamar,5ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Campinas - 8ª CJ,Campinas,8ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Campo Limpo Paulista - 5ª CJ,Campo Limpo Paulista,5ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Capivari - 34ª CJ,Capivari,34ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Cerquilho - 34ª CJ,Cerquilho,34ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Conchal - 7ª CJ,Conchal,7ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Cordeirópolis - 10ª CJ,Cordeirópolis,10ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Cosmópolis - 8ª CJ,Cosmópolis,8ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Espírito Santo do Pinhal - 50ª CJ,Espírito Santo do Pinhal,50ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Francisco Morato - 5ª CJ,Francisco Morato,5ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Franco da Rocha - 5ª CJ,Franco da Rocha,5ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Hortolândia - 53ª CJ,Hortolândia,53ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Itapira - 7ª CJ,Itapira,7ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Itatiba - 5ª CJ,Itatiba,5ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Itirapina - 9ª CJ,Itirapina,9ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Itupeva - 5ª CJ,Itupeva,5ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Jaguariúna - 54ª CJ,Jaguariúna,54ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Jarinu - 6ª CJ,Jarinu,6ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Jundiaí - 5ª CJ,Jundiaí,5ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Laranjal Paulista - 34ª CJ,Laranjal Paulista,34ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Leme - 11ª CJ,Leme,11ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Limeira - 10ª CJ,Limeira,10ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Louveira - 5ª CJ,Louveira,5ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Mogi Guaçu - 7ª CJ,Mogi Guaçu,7ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Mogi Mirim - 7ª CJ,Mogi Mirim,7ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Monte Mor - 34ª CJ,Monte Mor,34ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Nazaré Paulista - 6ª CJ,Nazaré Paulista,6ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Nova Odessa - 53ª CJ,Nova Odessa,53ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Paulínia - 8ª CJ,Paulínia,8ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Pedreira - 54ª CJ,Pedreira,54ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Pinhalzinho - 6ª CJ,Pinhalzinho,6ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Piracaia - 6ª CJ,Piracaia,6ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Piracicaba - 34ª CJ,Piracicaba,34ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Pirassununga - 11ª CJ,Pirassununga,11ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Porto Ferreira - 11ª CJ,Porto Ferreira,11ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Rio Claro - 9ª CJ,Rio Claro,9ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Rio das Pedras - 34ª CJ,Rio das Pedras,34ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Santa Bárbara D’Oeste - 53ª CJ,Santa Bárbara D’Oeste,53ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Santa Rita do Passa Quatro - 11ª CJ,Santa Rita do Passa Quatro,11ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),São João da Boa Vista - 50ª CJ,São João da Boa Vista,50ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),São Pedro - 34ª CJ,São Pedro,34ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Serra Negra - 54ª CJ,Serra Negra,54ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Socorro - 54ª CJ,Socorro,54ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Sumaré - 53ª CJ,Sumaré,53ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Tietê - 34ª CJ,Tietê,34ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Valinhos - 8ª CJ,Valinhos,8ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Vargem Grande do Sul - 50ª CJ,Vargem Grande do Sul,50ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Várzea Paulista - 5ª CJ,Várzea Paulista,5ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Vila Mimosa - 8ª CJ,Vila Mimosa,8ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Vinhedo - 5ª CJ,Vinhedo,5ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Aparecida - 48ª CJ,Aparecida,48ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Bananal - 48ª CJ,Bananal,48ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Caçapava - 47ª CJ,Caçapava,47ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Cachoeira Paulista - 48ª CJ,Cachoeira Paulista,48ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Campos do Jordão - 47ª CJ,Campos do Jordão,47ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Caraguatatuba - 51ª CJ,Caraguatatuba,51ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Cruzeiro - 48ª CJ,Cruzeiro,48ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Cunha - 48ª CJ,Cunha,48ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Guaratinguetá - 48ª CJ,Guaratinguetá,48ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Ilhabela - 51ª CJ,Ilhabela,51ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Jacareí - 46ª CJ,Jacareí,46ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Lorena - 48ª CJ,Lorena,48ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Paraibuna - 46ª CJ,Paraibuna,46ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Pindamonhangaba - 47ª CJ,Pindamonhangaba,47ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Piquete - 48ª CJ,Piquete,48ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Queluz - 48ª CJ,Queluz,48ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Roseira - 48ª CJ,Roseira,48ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Salesópolis - 46ª CJ,Salesópolis,46ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Santa Branca - 46ª CJ,Santa Branca,46ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),São Bento do Sapucaí - 47ª CJ,São Bento do Sapucaí,47ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),São José dos Campos - 46ª CJ,São José dos Campos,46ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),São Luis do Paraitinga - 47ª CJ,São Luis do Paraitinga,47ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),São Sebastião - 51ª CJ,São Sebastião,51ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Taubaté - 47ª CJ,Taubaté,47ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Tremembé - 47ª CJ,Tremembé,47ª CJ
4ª RAJ - Campinas,4ª RAJ,Campinas,Juiz diretor: Wagner Roby Gidaro,(wgidaro@tjsp.jus.br),Ubatuba - 51ª CJ,Ubatuba,51ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Aparecida - 48ª CJ,Aparecida,48ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Bananal - 48ª CJ,Bananal,48ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Caçapava - 47ª CJ,Caçapava,47ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Cachoeira Paulista - 48ª CJ,Cachoeira Paulista,48ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Campos do Jordão - 47ª CJ,Campos do Jordão,47ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Caraguatatuba - 51ª CJ,Caraguatatuba,51ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Cruzeiro - 48ª CJ,Cruzeiro,48ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Cunha - 48ª CJ,Cunha,48ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Guaratinguetá - 48ª CJ,Guaratinguetá,48ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Ilhabela - 51ª CJ,Ilhabela,51ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Jacareí - 46ª CJ,Jacareí,46ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Lorena - 48ª CJ,Lorena,48ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Paraibuna - 46ª CJ,Paraibuna,46ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Pindamonhangaba - 47ª CJ,Pindamonhangaba,47ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Piquete - 48ª CJ,Piquete,48ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Queluz - 48ª CJ,Queluz,48ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Roseira - 48ª CJ,Roseira,48ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Salesópolis - 46ª CJ,Salesópolis,46ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Santa Branca - 46ª CJ,Santa Branca,46ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),São Bento do Sapucaí - 47ª CJ,São Bento do Sapucaí,47ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),São José dos Campos - 46ª CJ,São José dos Campos,46ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),São Luis do Paraitinga - 47ª CJ,São Luis do Paraitinga,47ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),São Sebastião - 51ª CJ,São Sebastião,51ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Taubaté - 47ª CJ,Taubaté,47ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Tremembé - 47ª CJ,Tremembé,47ª CJ
9ª RAJ - SJ dos Campos,9ª RAJ,SJ dos Campos,Juiz diretor: Carlos Gutemberg de Santis Cunha,(carloscunha@tjsp.jus.br),Ubatuba - 51ª CJ,Ubatuba,51ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Adamantina - 30ª CJ,Adamantina,30ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Assis - 26ª CJ,Assis,26ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Bastos - 30ª CJ,Bastos,30ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Cândido Mota - 26ª CJ,Cândido Mota,26ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Dracena - 29ª CJ,Dracena,29ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Flórida Paulista - 30ª CJ,Flórida Paulista,30ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Gália - 31ª CJ,Gália,31ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Garça - 31ª CJ,Garça,31ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Iepê - 27ª CJ,Iepê,27ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Junqueirópolis - 29ª CJ,Junqueirópolis,29ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Lucélia - 30ª CJ,Lucélia,30ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Maracaí - 26ª CJ,Maracaí,26ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Marília - 31ª CJ,Marília,31ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Martinópolis - 27ª CJ,Martinópolis,27ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Mirante do Paranapanema - 28ª CJ,Mirante do Paranapanema,28ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Osvaldo Cruz - 30ª CJ,Osvaldo Cruz,30ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Pacaembu - 29ª CJ,Pacaembu,29ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Palmital - 26ª CJ,Palmital,26ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Panorama - 29ª CJ,Panorama,29ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Paraguaçu Paulista - 26ª CJ,Paraguaçu Paulista,26ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Pirapozinho - 27ª CJ,Pirapozinho,27ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Pompéia - 31ª CJ,Pompéia,31ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Presidente Bernardes - 27ª CJ,Presidente Bernardes,27ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Presidente Epitácio - 28ª CJ,Presidente Epitácio,28ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Presidente Prudente - 27ª CJ,Presidente Prudente,27ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Presidente Venceslau - 28ª CJ,Presidente Venceslau,28ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Quatá - 26ª CJ,Quatá,26ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Rancharia - 27ª CJ,Rancharia,27ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Regente Feijó - 27ª CJ,Regente Feijó,27ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Rosana - 28ª CJ,Rosana,28ª CJ
5ª RAJ - Presidente Prudente,5ª RAJ,Presidente Prudente,Juiz diretor: Paulo Gimenes Alonso,(palonso@tjsp.jus.br),Santo Anastácio - 28ª CJ,Santo Anastácio,28ª CJ
