id_setor,setor,dados_gerais,telefone,fax,email,id_unidade
2605,Gabinete MMª Juíza de Direito - 1ª Vara,Não Informado,(19) Não Informado,(19) Não Informado,paulinia1@tjsp.jus.br,199
2606,Gabinete MMª Juíza de Direito - 2ª Vara,Não Informado,(19) Não Informado,(19) Não Informado,paulinia2@tjsp.jus.br,199
2607,Central de Mandados,Não Informado,(19) Não Informado,(19) Não Informado,pauliniasadm@tjsp.jus.br,199
2608,Copa dos funcionários,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,199
2609,Juizado Especial Cível e Criminal,"Rua XV de Novembro, nº 809 - Paulo de Faria-SP  - Edifício do Fórum",(17) 3292-1257,(17) 3291-1124,paulofariajec@tjsp.jus.br,200
2610,Vara Judicial,1º andar,(17) 3292-1636,(17) Não Informado,paulofaria@tjsp.jus.br,200
2611,Ofício Judicial,sala,(17) 3292-1257,(17) 3292-1124,Não Informado,200
2612,Seção de Administração Geral,sala,(17) 3292-1745,(17) 3292-1636,paulofariaadm@tjsp.jus.br,200
2613,Promotoria,1º andar,(17) 3292-1423,(17) Não Informado,Não Informado,200
2614,Cartório Eleitoral,Sala,(17) 3292-1114,(17) Não Informado,Não Informado,200
2615,Banco do Brasil,sala,(17) 3292-1726,(17) Não Informado,Não Informado,200
2616,Central de Mandados,Não Informado,(17) Não Informado,(17) Não Informado,Não Informado,200
2617,Copa,Não Informado,(17) Não Informado,(17) Não Informado,Não Informado,200
2618,Central de Atendimento,Não Informado,(17) Não Informado,(17) Não Informado,Não Informado,200
2620,2ª Vara Judicial,Não Informado,(14) 2212-8606,(14) Não Informado,pederneiras2@tjsp.jus.br - Ramal 217,201
2621,2º Ofício Criminal,Não Informado,(14) 2212-8607,(14) Não Informado,pederneiras2@tjsp.jus.br,201
2623,1ª Vara Judicial,Não Informado,(14) 2212-8603,(14) Não Informado,pederneiras1@tjsp.jus.br,201
2624,1º Ofício Criminal,Não Informado,(14) 2212-8604,(14) Não Informado,pederneiras1@tjsp.jus.br,201
2625,Seção de Administração Geral,Não Informado,(14) 2212-8601,(14) Não Informado,pederneirasadm@tjsp.jus.br,201
2626,Central de mandados,Não Informado,(14) 2212-8611,(14) Não Informado,pederneirassadm@tjsp.jus.br,201
2628,Distribuidor,Não Informado,(14) 2212-8602,(14) Não Informado,pederneiras@tjsp.jus.br,201
2629,Protocolo,Não Informado,(14) 2212-8601,(14) Não Informado,pederneirasadm@tjsp.jus.br,201
2631,Juizado Especial Cível,Não Informado,(16) (16)3171-1206 - Ramal 23,(16) (16)3171-1206 - Ramal 22,pedregulhojec@tj.sp.gov.br,202
2632,Vara Judicial,Não Informado,(16) (16) 3171-1206 - Ramal 25,(16) (16) 3171-1649 - Ramal 22,pedregulho@tjsp.jus.br,202
2633,Ofício Judicial,Não Informado,(16) (16)3171-1206 - Ramal 25,(16) (16)3171-1649 - Ramal 22,pedregulho@tjsp.jus.br,202
2634,Seção de Administração Geral,Cuida da Corregedoria Permanente,(16) 3171-1206 - Ramal 20,(16) 3171-1649 - Ramal 22,pedregulhoadm@tjsp.jus.br,202
2635,Juizado Especial Cível e Criminal de Pedregulho,Não Informado,(16) (16) 3171-1206 - Ramal 23,(16) (16) 3171-1206 - Ramal 22,pedregulhojec@tj.sp.gov.br,202
2636,Único Ofício Judicial de Pedregulho,Não Informado,(16) (16) 3171-1206 - Ramal 25,(16) (16) 3171-1649 - Ramal 22,pedregulho@tjsp.jus.br,202
2637,Juizado Especial Cível e Criminal,térreo,(19) 3852-1357,(19) 3852-1357,pedreirajec@tjsp.jus.br,203
2638,1ª Vara Judicial,1º andar,(19) 3852-3581,(19) Não Informado,Não Informado,203
2639,1º Ofício Judicial,térreo,(19) 3893-2209 - Ramal cível,(19) Não Informado,pedreira@tjsp.jus.br,203
2640,Seção de Administração Geral,térreo,(19) Não Informado,(19) Não Informado,Não Informado,203
2641,2º Ofício Judicial,térreo,(19) 3893-2209 - Ramal Cível,(19) Não Informado,pedreira@tjsp.jus.br,203
2642,2ª Vara Judicial,1º andar,(19) 3852-2568,(19) Não Informado,Não Informado,203
2643,Banco do Brasil,1º andar,(19) 3852-1077,(19) Não Informado,Não Informado,203
2644,Seção de Distribuição Judicial,térreo,(19) 3852-1283,(19) Não Informado,Não Informado,203
2645,Mediação e Conciliação,térreo,(19) 3852-1357,(19) Não Informado,Não Informado,203
2646,1ª Promotoria de Justiça,1º andar,(19) 3893-2013,(19) Não Informado,Não Informado,203
2647,2ª Promotoria de Justiça,1º andar,(19) 3893-2013,(19) Não Informado,Não Informado,203
2648,OAB Pedreira - 191 Subsecção,1º andar,(19) 3893-7411,(19) 3893-7411,Não Informado,203
2649,Setor Técnico (Psicosocial),térreo,(19) 3893-2464,(19) Não Informado,Não Informado,203
2650,CENTRAL DE MANDADOS,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,203
2651,Copa,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,203
2652,Vara do Juizado Especial Cível e Criminal,Não Informado,(18) Não Informado,(18) Não Informado,Não Informado,204
2653,4ª Vara Judicial,1º andar,(18) Não Informado,(18) Não Informado,penapolis4@tjsp.jus.br,204
2654,4º Ofício Judicial,Terreo,(18) 2191-6211,(18) Não Informado,penapolis4@tjsp.jus.br,204
2655,1ª Vara Judicial,1º andar,(18) Não Informado,(18) Não Informado,penapolis1@tjsp.jus.br,204
2656,2ª Vara Judicial,1º andar,(18) Não Informado,(18) Não Informado,penapolis2@tjsp.jus.br,204
2657,1º Ofício Judicial,Térreo,(18) 2191-6206,(18) Não Informado,penapolis1@tjsp.jus.br,204
2658,2º Ofício Judicial,1º andar,(18) 2191-6231,(18) Não Informado,penapolis2@tjsp.jus.br,204
2659,Seção de Distribuição Geral,térreo,(18) 2191-6202,(18) Não Informado,penapolis@tjsp.jus.br,204
2660,Seção de Administração Geral,térreo,(18) 2191-6209,(18) Não Informado,penapolisadm@tjsp.jus.br,204
2661,3ª Vara Judicial,Não Informado,(18) Não Informado,(18) Não Informado,penapolis3@tjsp.jus.br,204
2662,3º Ofício Judicial,térreo,(18) 2191-6204,(18) Não Informado,penapolis3@tjsp.jus.br,204
2663,Setor de Anexo Fiscal,1º andar,(18) 2191-6225,(18) Não Informado,penapolissef@tjsp.jus.br,204
2670,Banco do Brasil,térreo,(18) 3652-7889,(18) Não Informado,Não Informado,204
2672,Setor Técnico Psicossocial,Não Informado,(18) 2191-6216,(18) Não Informado,Não Informado,204
2673,Juizado Especial Cível,Não Informado,(18) 2192-1613 - Ramal (018),(18) 2192-1615 - Ramal (18),pereirabarrjec@tjsp.jus.br,205
2674,1ª Vara Judicial,Não Informado,(18) 2192-1609 - Ramal (018),(18) Não Informado,Não Informado,205
2675,1º Ofício Judicial,Não Informado,(18) 2192-1617 - Ramal (018),(18) 2192-1618 - Ramal (18),pereirabarr1@tjsp.jus.br,205
2676,Seção de Administração Geral,and. superior,(18) 2192-1604 - Ramal (018),(18) 2192-1606 - Ramal (18),pereirabarretoadm@tjsp.jus.br,205
2677,2ª Vara Judicial,Não Informado,(18) 2192-1605 - Ramal (018),(18) 2192-1603 - Ramal (18),Não Informado,205
2678,2º Ofício Judicial,térreo,(18) 2192-1616 - Ramal (018),(18) 2192-1615,pereirabarr2@tjsp.jus.br,205
2679,Seção de Distribuição Judicial,térreo,(18) 2192-1619 - Ramal (018),(18) Não Informado,pereirabarreto@tjsp.jus.br,205
2680,Seção Administrativa de Distribuição de Mandados,Não Informado,(18) 2192-1608 - Ramal (018),(18) Não Informado,Não Informado,205
2681,Copa,Não Informado,(18) Não Informado,(18) Não Informado,Não Informado,205
2682,Setor Psicossocial,Não Informado,(18) 2192-1607 - Ramal (018),(18) Não Informado,Não Informado,205
2683,Juizado Especial Cível e Criminal,térreo,(13) 3346-9261,(13) Não Informado,peruibejec@tjsp.jus.br,206
2684,1ª Vara Judicial,PISO SUPERIOR,(13) 3346-9252,(13) Não Informado,peruibe1@tjsp.jus.br,206
2685,1º Ofício Judicial,térreo,(13) 3346-9252 - Ramal Seção Cível,(13) 0000-0000,peruibe1@tjsp.jus.br,206
2686,Seção de Administração Geral,Protocolo Geral e Malotes - Térreo - sala 02,(13) 3346-9266,(13) Não Informado,peruibeadm@tjsp.jus.br,206
2687,2ª Vara Judicial,PISO SUPERIOR,(13) 3346-9263,(13) Não Informado,peruibe2@tjsp.jus.br,206
2688,2º Ofício Judicial,Não Informado,(13) 3346-9263 - Ramal Seção Cível,(13) 0000-0000,peruibe2@tjsp.jus.br,206
2689,Seção de Distribuição Judicial,térreo,(13) 3346-9257,(13) Não Informado,peruibe@tjsp.jus.br,206
2690,1º Ofício Judicial,Não Informado,(13) 3346-9251 - Ramal Seção Criminal,(13) Não Informado,peruibe1@tjsp.jus.br,206
2691,Anexo das Fazendas,Não Informado,(13) 3346-9260,(13) Não Informado,"peruibefaz@tjsp.jus,br",206
2692,Setor Técnico de Serviço Social,Piso Superior,(13) 3346-9253,(13) Não Informado,peruibe2@tjsp.jus.br,206
2693,Central de Mandados,PISO SUPERIOR,(13) 3346-9254,(13) Não Informado,peruibesadm@tjsp.jus.br,206
2695,2ª Vara Judicial,Responsável: MARIA OLIMPIA SILVA SANTOS LOPES,(15) Não Informado,(15) Não Informado,piedade2@tjsp.jus.br,207
2696,2º Ofício Judicial Cível,Responsável: MARCELO FERNANDES FROTA,(15) 2102-5919,(15) Não Informado,Não Informado,207
2697,Distribuidor,Responsável: CARLOS FELIPE MIRANDA,(15) 2102-5910,(15) Não Informado,piedade@tjsp.jus.br,207
2698,1ª Vara Judicial,Responsável: ANGELA GONÇALVES LEITE,(15) Não Informado,(15) Não Informado,piedade1@tjsp.jus.br,207
2699,1º Ofício Judicial de Execuções Fiscais,Não Informado,(15) 2102-5907,(15) Não Informado,Não Informado,207
2700,Seção de Administração Geral,Não Informado,(15) 2102-5902,(15) Não Informado,Não Informado,207
2701,1º Ofício Judicial Cível,Responsável: NADIA CRISTINA PETERS BARREIROS,(15) 2102-5905,(15) Não Informado,piedade1@tjsp.jus.br,207
2704,Vara Judicial,Não Informado,(15) 3414-8761,(15) Não Informado,Não Informado,208
2705,Ofício Judicial,Não Informado,(15) 3414-8759,(15) Não Informado,pilardosul@tjsp.jus.br,208
2706,Seção de Administração Geral,Não Informado,(15) 3414-8752,(15) Não Informado,pilardosuladm@tjsp.jus.br,208
2707,Assistente Social,Não Informado,(15) 3414-8762,(15) Não Informado,Não Informado,208
2709,Copa,Não Informado,(15) 3414-8752,(15) Não Informado,Não Informado,208
2710,1ª Vara Cível,cartório,(12) 2126-5228 - Ramal cartório,(12) Não Informado,pinda1cv@tjsp.jus.br,209
2711,2ª Vara Cível,Não Informado,(12) 2126-5239,(12) Não Informado,Não Informado,209
2712,1º Ofício Cível,térreo,(12) 2126-5227 - Ramal 5227,(12) Não Informado,pinda1cv@tjsp.jus.br,209
2713,2º Ofício Cível,térreo,(12) 2126-5239 - Ramal 5239,(12) Não Informado,pinda2cv@tjsp.jus.br,209
2714,Seção de Administração Geral,Diretoria de Serviços da Administração Geral,(12) 2126-5232 - Ramal 2126-5215,(12) Não Informado,pindaadm@tjsp.jus.br,209
2715,Seção de Distribuição Judicial,térreo,(12) 2126-5226,(12) 2126-5226,pindamonhangaba@tjsp.jus.br,209
2716,3ª Vara Cível,1º andar,(12) 2126-5229 - Ramal 5229,(12) Não Informado,pinda3cv@tjsp.jus.br,209
2717,3º Ofício Cível,Térreo,(12) 2126-5229,(12) 2126-5230,pinda3cv@tjsp.jus.br,209
2719,Serviço Anexo das Fazendas,Fórum Velho,(12) 2126-2802,(12) 2126-2803,Não Informado,209
2720,EXECUÇÕES FISCAIS,"Fórum Centro - Pça. Des. Eduardo Campos Maia, 99 - nesta",(12) 2126-2802,(12) Não Informado,pindasef@tjsp.jus.br,209
2721,Vara Criminal,Não Informado,(12) 2126-5238,(12) Não Informado,Não Informado,209
2722,Ofício Criminal,Não Informado,(12) 2126-5236,(12) Não Informado,pindacr@tjsp.jus.br,209
2724,Central de Atendimento,Não Informado,(12) Não Informado,(12) Não Informado,pindasadm@tjsp.jus.br,209
2725,Central de Mandados,Não Informado,(12) 2126-5216,(12) Não Informado,pindasadm@tjsp.jus.br,209
2726,Vara Judicial,térreo,(11) 4322-9671,(11) 4322-9675,pinhalzinho@tjsp.jus.br,210
2727,Ofício Judicial,térreo,(11) 4322-9671,(11) 4322-9675,pinhalzinho@tjsp.jus.br,210
2728,Seção de Administração Geral,térreo,(11) 4322-9677,(11) 4322-9675,pinhalzinhoadm@tjsp.jus.br,210
2729,Promotoria de Justiça,térreo,(11) 4018-1530,(11) 4018-1530,pjpinhalzinho@mp.sp.gov.br,210
2730,16ª Subseção da OAB,Subsolo,(11) 4018-4219,(11) 4018-4219,pinhalzinho@oabsp.org.br,210
2732,Central de Mandados,térreo,(11) Não Informado,(11) Não Informado,Não Informado,210
2733,Oficiais de Justiça,Não Informado,(11) Não Informado,(11) Não Informado,Não Informado,210
2734,Vara Judicial Cumulativa,Não Informado,(12) 2124-9952,(12) Não Informado,piquete@tjsp.jus.br,211
2735,Ofício Judicial,Não Informado,(12) 2124-9952,(12) Não Informado,piquete@tjsp.jus.br,211
2736,Seção de Administração Geral,Não Informado,(12) 2124-9951,(12) Não Informado,piqueteadm@tjsp.jus.br,211
2739,Juizado Especial Cível e Criminal,Térreo,(11) 2838-7957 - Ramal 00,(11) 2838-7957,piracaiajec@tjsp.jus.br,212
2740,Seção de Distribuição Judicial,sala,(11) 2838-7951,(11) Não Informado,piracaia@tjsp.jus.br,212
2741,2ª Vara Judicial,Térreo,(11) 2838-7960,(11) Não Informado,piracaia2@tjsp.jus.br,212
2742,2º Ofício Judicial,Não Informado,(11) 2838-7963,(11) Não Informado,piracaia2@tjsp.jus.br,212
2743,1ª Vara Judicial,Não Informado,(11) 2838-7962,(11) 2838-7962,piracaia1@tjsp.jus.br,212
2744,1º Ofício Judicial,Térreo,(11) 2838-7954,(11) 2838-7954,piracaia1@tjsp.jus.br,212
2745,Seção de Administração Geral,1º andar,(11) 2838-7952,(11) Não Informado,piracaiaadm@tjsp.jus.br,212
2746,Execução Fiscal,Não Informado,(11) 2838-7963,(11) Não Informado,piracaia2@tjsp.jus.br,212
2747,Distribuidor,Térreo,(11) 2838-7951,(11) 2838-7951,piracaia@tjsp.jus.br,212
2748,Seção de Serviço Social,térreo,(11) 2838-7956,(11) 2838-7956,piracaiaservicosocia@tjsp.jus.br,212
2749,Gabinetes da Primeira Vara e Segunda Vara,1º Andar,(11) 2838-7962,(11) Não Informado,Não Informado,212
2750,Ministério Público,1º andar,(11) 4036-7109,(11) 4036-7109,Não Informado,212
2751,Sala OAB,1º andar,(11) 4036-6657,(11) Não Informado,Não Informado,212
2752,Sala Oficial de Justiça,1º andar,(11) 2838-7955,(11) 2838-7955,piracaiasadm@tjsp.jus.br,212
2753,Banco do Brasil,térreo,(11) 4036-8154,(11) Não Informado,Não Informado,212
2754,SEÇÃO ADMINISTRATIVA DE DISTRIBUIÇÃO DE MANDADOS,sala,(11) 2838-7955,(11) Não Informado,piracaiasadm@tjsp.jus.br,212
2755,Central de Mandados,Não Informado,(11) 2838-7955,(11) Não Informado,piracaiasadm@tjsp.jus.br,212
2756,3ª Vara Criminal,Não Informado,(19) 3372-3025,(19) Não Informado,piracicaba3cr@tjsp.jus.br,213
2757,3º Ofício Criminal,térreo - sala 09/11,(19) 3372-3025,(19) Não Informado,piracicaba3cr@tjsp.jus.br,213
2758,2ª Vara Cível,Não Informado,(19) 3372-3036,(19) Não Informado,piracicaba1cv@tjsp.jus.br,213
2759,2º Ofício Cível,térreo - sala 06/08,(19) 3372-3036,(19) Não Informado,piracicaba2cv@tjsp.jus.br,213
2760,VARA DO JÚRI E EXECUÇÕES CRIMINAIS,Não Informado,(19) 3372-3044,(19) Não Informado,piracicabajuri@tjsp.jus.br,213
2761,Ofício do Júri e Execuções Criminais,térreo - sala 19/21,(19) 3372-3044,(19) Não Informado,piracicabajuri@tjsp.jus.br,213
2762,2ª Vara da Família e das Sucessões,Não Informado,(19) 3372-3022,(19) Não Informado,piracicaba2fam@tjsp.jus.br,213
2763,2º Ofício da Família e das Sucessões,1º pavimento - sala 147,(19) 3372-3022,(19) Não Informado,piracicaba2fam@tjsp.jus.br,213
2764,Vara do Juizado Especial Cível e Criminal,ramal 213,(19) 3372-3116 - Ramal COL REC,(19) Não Informado,piracicabajec@tjsp.jus.br,213
2765,Ofício do Juizado Especial Cível e Criminal,"Rua Bernadino de Campos, 55 - salas 01-03",(19) 3372-3115 - Ramal JEC,(19) Não Informado,Não Informado,213
2766,1ª Vara Cível,Não Informado,(19) 3372-3128,(19) Não Informado,piracicaba1cv@tjsp.jus.br,213
2767,1ª Vara da Família e das Sucessões,Não Informado,(19) 3372-3052,(19) Não Informado,piracicaba1fam@tjsp.jus.br,213
2768,3ª Vara Cível,Não Informado,(19) 3372-3072,(19) Não Informado,piracicaba3cv@tjsp.jus.br,213
2769,4ª Vara Cível,Não Informado,(19) 3372-3092,(19) Não Informado,piracicaba4cv@tjsp.jus.br,213
2770,1º Ofício Cível,térreo - sala 02/04,(19) 3372-3128,(19) Não Informado,piracicaba1cv@tjsp.jus.br,213
2771,1º Ofício da Família e das Sucessões,1º pavimento - sala 147,(19) 3372-3052,(19) Não Informado,piracicaba1fam@tjsp.jus.br,213
2772,3º Ofício Cível,Não Informado,(19) 3372-3072,(19) Não Informado,piracicaba3cv@tjsp.jus.br,213
2773,4º Ofício Cível,térreo - sala 14/16,(19) 3372-3092,(19) Não Informado,piracicaba4cv@tjsp.jus.br,213
2774,1º Ofício Criminal,térreo - sala 05,(19) 3372-3018,(19) Não Informado,piracicaba1cr@tjsp.jus.br,213
2775,1ª Vara Criminal,Não Informado,(19) 3372-3018,(19) Não Informado,piracicaba1cr@tjsp.jus.br,213
2776,2ª Vara Criminal,Não Informado,(19) 3372-3084,(19) Não Informado,piracicaba2cr@tjsp.jus.br,213
2777,2º Ofício Criminal,Não Informado,(19) 3372-3084,(19) Não Informado,piracicaba2cr@tjsp.jus.br,213
2778,Setor de Informática,Não Informado,(19) 3372-3004,(19) Não Informado,Não Informado,213
2779,"Protocolo de Petições, Expediente, Xerox e Malote",térreo - sala 18,(19) 3372-3028,(19) Não Informado,Não Informado,213
2780,Finanças e Patrimônio,2º pavimento - sala 258,(19) 3372-3042,(19) Não Informado,piracicabaadm@tjsp.jus.br,213
2781,Seção de Pessoal e Corregedoria,2º pavimento - sala 258,(19) 3372-3082,(19) Não Informado,piracicabaadm@tjsp.jus.br,213
2782,Ofício de Distribuição Judicial,térreo - sala 18,(19) 3372-3055,(19) Não Informado,piracicaba@tjsp.jus.br,213
2783,5ª Vara Cível,Não Informado,(19) 3372-3076,(19) Não Informado,piracicaba5cv@tjsp.jus.br,213
2784,5º Ofício Cível,térreo - sala 13/15,(19) 3372-3076,(19) Não Informado,piracicaba5cv@tjsp.jus.br,213
2785,6ª Vara Cível,Não Informado,(19) 3372-3026,(19) Não Informado,piracicaba6cv@tjsp.jus.br,213
2786,6º Ofício Cível,térreo - sala 20/22,(19) 3372-3026,(19) Não Informado,piracicaba6cv@tjsp.jus.br,213
2787,Juizado Especial Criminal - Conciliação,1º pavimento - salas 109/111/115/119,(19) 3372-3106,(19) Não Informado,Não Informado,213
2788,3ª Vara da Família e das Sucessões,Não Informado,(19) 3372-3089 - Ramal DDD 19,(19) Não Informado,piracicaba3fam@tjsp.jus.br,213
2789,3º Ofício da Família e das Sucessões,1º pavimento - sala 147,(19) 3372-3089,(19) Não Informado,piracicaba3fam@tjsp.jus.br,213
2790,Serviço de Administração Geral,Não Informado,(19) 3372-3031,(19) Não Informado,piracicabaadm@tjsp.jus.br,213
2791,Audiências de Conciliação das Varas da Família,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,213
2792,Setor Técnico de Psicologia,Salas 233/235,(19) 3372-3074 - Ramal Sala 233,(19) Não Informado,Não Informado,213
2793,Setor Técnico de Serviço Social,salas 211/217/215/261/257,(19) 3372-3012 - Ramal Sala 217,(19) Não Informado,Não Informado,213
2794,Banco do Brasil,Não Informado,(19) 3435-2159,(19) Não Informado,Não Informado,213
2795,8ª subsecção - Piracicaba,Não Informado,(19) 3422-8888,(19) Não Informado,Não Informado,213
2796,Promotoria de Justiça,2º pavimento - sala 251/253/255,(19) 3422-7642,(19) Não Informado,Não Informado,213
2797,Ofício da Infância e da Juventude,Não Informado,(19) 3372-3008,(19) Não Informado,piracicabainf@tjsp.jus.br,213
2798,Setor de Apoio a Magistratura,Não Informado,(19) 3372-3142,(19) Não Informado,Não Informado,213
2799,VARA DA FAZENDA PÚBLICA,Não Informado,(19) 3372-3356,(19) Não Informado,piracicabafaz@tjsp.jus.br,213
2800,VARA DA INFÂNCIA E DA JUVENTUDE,Não Informado,(19) 3372-3008,(19) Não Informado,piracicabainf@tjsp.jus.br,213
2801,SEÇÃO ADMINISTRATIVA DE DISTRIBUIÇÃO DE MANDADOS,Não Informado,(19) 3372-3133,(19) Não Informado,piracicabasadm@tjsp.jus.br,213
2802,Gabinete do 3º Juiz Auxiliar,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,213
2803,Gabinete 1º Juiz Auxiliar,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,213
2804,Gabinete 4º Juiz Auxiliar,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,213
2805,Copa,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,213
2806,Gabinete 2º Juiz Auxiliar,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,213
2807,2ª Vara Judicial,Não Informado,(14) 3351-2896,(14) Não Informado,piraju2@tjsp.jus.br,214
2808,2º Ofício Judicial,Não Informado,(14) 3351-2896,(14) Não Informado,piraju2@tjsp.jus.br,214
2809,Seção de Distribuição Judicial,Não Informado,(14) 3351-2896,(14) Não Informado,piraju@tjsp.jus.br,214
2810,1ª Vara Judicial,Não Informado,(14) 3351-2896 - Ramal 215,(14) Não Informado,piraju1@tjsp.jus.br,214
2811,1º Ofício Judicial,Não Informado,(14) 3351-2896,(14) Não Informado,piraju1@tjsp.jus.br,214
2812,Seção de Administração Geral,PIRAJUADM@TJSP.JUS.BR,(14) 3351-2896,(14) Não Informado,pirajuadm@tjsp.jus.br,214
2813,1ª Promotoria,Não Informado,(14) 3351-2512,(14) Não Informado,Não Informado,214
2814,2ª Promotoria,Não Informado,(14) 3351-2512,(14) Não Informado,Não Informado,214
2815,Sala da OAB,Não Informado,(14) 3351-1669,(14) Não Informado,Não Informado,214
2816,Central de Mandados,PIRAJUSADM@TJSP.JUS.BR,(14) 3351-2896 - Ramal 205,(14) Não Informado,Não Informado,214
2817,Copa,Não Informado,(14) 3351-2896 - Ramal ramal-218,(14) Não Informado,Não Informado,214
2818,Juizado Especial Cível,"Juizado Especial Cível e Criminal - Pça. Dr. Pedro da Rocha Braga, 43, subsolo",(14) 3584-8608,(14) Não Informado,pirajuijec@tjsp.jus.br,215
2819,2ª Vara Judicial,"Pça. Dr. Pedro da Rocha Braga, 43, centro",(14) Não Informado,(14) Não Informado,pirajui2@tjsp.jus.br,215
2820,2º Ofício Judicial,"Pça. Dr. Pedro da Rocha Braga, 43, centro",(14) Não Informado,(14) Não Informado,pirajui2@tjsp.jus.br,215
2821,Seção de Distribuição Judicial,térreo,(14) 3584-8603,(14) Não Informado,pirajui@tjsp.jus.br,215
2822,1ª Vara Judicial,Não Informado,(14) Não Informado,(14) Não Informado,pirajui1@tjsp.jus.br,215
2823,1º Ofício Judicial,Térreo,(14) 3584-8604 - Ramal 3584-8605,(14) Não Informado,pirajui1@tjsp.jus.br,215
2824,Seção de Admistração Geral,andar superior,(14) 3584-8601,(14) 3584-8601,pirajuiadm@tjsp.jus.br,215
2825,Setor Técnico de Serviço Social,SETOR TÉCNICO,(14) 3584-8602,(14) Não Informado,Não Informado,215
2826,PROMOTORIA PÚBLICA,SALA DE APOIO,(14) 3572-4010,(14) Não Informado,Não Informado,215
2827,Seção Administrativa de Distribuição de Mandados,Não Informado,(14) Não Informado,(14) Não Informado,pirajuisadm@tjsp.jus.br,215
2828,Central de Atendimento,Não Informado,(14) Não Informado,(14) Não Informado,Não Informado,215
2829,CEJUSC - Centro Judiciário de Solução de Conflitos e Cidadania,Não Informado,(14) 3584-8609,(14) Não Informado,cejusc.pirajui@tjsp.jus.br,215
2830,Juizado Especial Cível,Térreo,(18) 3259-8458,(18) Não Informado,Não Informado,216
2831,Oficio Judicial (Crime),Térreo,(18) 3259-8459,(18) Não Informado,Não Informado,216
2832,Ofício Judicial (Civel),Térreo,(18) 3259-8460,(18) Não Informado,Não Informado,216
2833,Seção de Administração Geral,Térreo,(18) 3259-8456,(18) Não Informado,Não Informado,216
2834,Anexo Fiscal,Terreo,(18) Não Informado,(18) Não Informado,Não Informado,216
2835,Cartorio Distribuidor,Térreo,(18) 3259-8460,(18) Não Informado,Não Informado,216
2836,Juizado Especial Criminal,Térreo,(18) Não Informado,(18) Não Informado,Não Informado,216
2837,Ordem dos Advogados do Brasil,Térreo,(18) 3269-2400,(18) 3269-2400,Não Informado,216
2838,Módulo Oficiais de Justiça,Não Informado,(18) Não Informado,(18) Não Informado,Não Informado,216
2839,Copa dos  funcionários,Não Informado,(18) Não Informado,(18) Não Informado,Não Informado,216
2840,Copa dos magistrados,Não Informado,(18) Não Informado,(18) Não Informado,Não Informado,216
2841,2ª Vara Judicial,Não Informado,(18) Não Informado,(18) Não Informado,Não Informado,216
2842,2º Ofício Judicial,Não Informado,(18) Não Informado,(18) Não Informado,Não Informado,216
2843,CEJUSC - Centro Judiciário de Solução de Conflitos e Cidadania,Não Informado,(18) Não Informado,(18) Não Informado,Não Informado,216
2844,1ª Vara Judicial,1º andar,(19) 2134-5720,(19) 3561-3197,Não Informado,217
2845,2ª Vara Judicial,1º andar,(19) 2134-5720,(19) 3561-3197,Não Informado,217
2846,1º Ofício Judicial,terreo,(19) 2134-5701,(19) Não Informado,pirassununga1@tjsp.jus.br,217
2847,2º Ofício Judicial,térreo,(19) 2134-5707,(19) 3561-3197,pirassununga2@tjsp.jus.br,217
2848,Seção de Administração Geral,terreo,(19) 2134-5720,(19) 3561-3197,pirassunungaadm@tjsp.jus.br,217
2849,Seção de Distribuição Judicial,terreo,(19) 2134-5712,(19) 3561-3197,pirassununga@tjsp.jus.br,217
2850,3ª Vara Judicial,1º andar,(19) 2134-5720,(19) 3561-3197,Não Informado,217
2851,3º Ofício Judicial,terreo,(19) 2134-5724,(19) 3561-3197,pirassununga3@tjsp.jus.br,217
2852,Primeira Promotoria de Justiça,1º andar,(19) 3561-7511,(19) Não Informado,pjpirassununga@mp.sp.gov.br,217
2853,Segunda Promotoria de Justiça,1º andar,(19) 3561-8215,(19) Não Informado,Não Informado,217
2854,Terceira Promotoria de Justiça,1º andar,(19) 3561-8215,(19) Não Informado,pjpirassununga@mp.sp.gov.br,217
2855,Banco do Brasil,terreo,(19) 3561-2785,(19) Não Informado,Não Informado,217
2856,9ª Subsecção de Pirassununga,térreo,(19) 3561-4361,(19) Não Informado,Não Informado,217
2857,Setor Técnico (Psicossocial),Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,217
2858,Copa,Não Informado,(19) Não Informado,(19) Não Informado,Não Informado,217
2859,Vara Judicial,térreo,(14) 2216-5958,(14) Não Informado,piratininga@tjsp.jus.br,218
2860,Ofício Judicial,Não Informado,(14) 2216-5958,(14) Não Informado,piratininga@tjsp.jus.br,218
2861,Seção de Administração Geral,"Rua Dr. José Lisboa Júnior, 67 - Centro - CEP.17490-058",(14) 2216-5956,(14) Não Informado,piratiningaadm@tjsp.jus.br,218
