id_unidade,unidade,telefone,fax,email,cj,num_varas_instaladas,entrancia,dist_capital,tensao_eletrica,endereco_lougradouro,endereco_cep,endereco_municipio,endereco_uf,id_comarca,comarca_corrigido,id_cj
474,Fórum Ipuâ II - (Juizado Especial),(16) 2162-1251,Não Informado,Não Informado,Ituverava,0,Entrância Inicial,373.76 Km,110V,"Rua Campos Sales , 363 - centro",14610-000,Ipuã,SP,3521309.0,Ipuã,40.0
475,Fórum II Leme - (Juizado Especial),(19) 2133-9102,Não Informado,Não Informado,Pirassununga,1,Entrância Intermediária,170.00 Km,220V,"Rua Professor Domingos Cambiaghi , 322 - Bela Vista",13610-129,Leme,SP,3526704.0,Leme,11.0
476,Fórum Iguape  (Destivado),(13) 3841-1851,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua 9 de Julho , 169 - Centro",11920-000,Iguape,SP,,,
477,Setor Psicossocial do Tribunal de Justiça,(15) 3412-5651,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"R. Angelina Parolina Zocca , 43 - SANTA ROSÁLIA",18040-323,Sorocaba,SP,,,
478,Prédio Protocolo estendido do mangal,(15) 3217-6702,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"RUA GUSTAVO TEIXEIRA , 719 - VILA INDEPENDENCIA",18040-323,Sorocaba,SP,,,
479,Fórum das Execuções Fiscais - Prédio I,Não Informado,Não Informado,manutencaoexefiscais@tjsp.jus.br,São Paulo,1,Não Informado,0.00 Km,220V,"Pça Almeida Júnior , 35 - Liberdade",01510-010,São Paulo,SP,3550308.0,São Paulo,0.0
480,Fórum Piedade II - Juizado Especial Cível,(15) 2102-4852,Não Informado,Não Informado,Sorocaba,1,Entrância Inicial,82.71 Km,110V,"Av. Coração de Jesus , 117 - Centro",18170-000,Piedade,SP,3537800.0,Piedade,19.0
481,Fórum Lorena II - (CEJUSC - Prédio do Mercado Municipal de Lorena),(12) 3153-1016,Não Informado,Não Informado,Guaratinguetá,0,Entrância Intermediária,179.22 Km,110V,"Avenida Capitão Messias Ribeiro , 211 - Olaria",12607-020,Lorena,SP,3527207.0,Lorena,48.0
482,Fórum Lorena III - (Setor de Execução Fiscal),(12) 2124-1852,Não Informado,Não Informado,Guaratinguetá,0,Entrância Intermediária,179.22 Km,110V,"Rua Presidente Roosevelt , 65 - da Cruz",12606-290,Lorena,SP,3527207.0,Lorena,48.0
483,Fórum Caconde  II -  (Juizado Especial Cível e Criminal),(19) 3662-7701,(19) 3662-1391,Não Informado,Casa Branca,0,Entrância Inicial,224.49 Km,110V,"Praça Ranieri Mazzilli , 6 - Centro",13770-000,Caconde,SP,3508702.0,Caconde,43.0
484,Fórum Macaubal II - (Juizado Especial),(17) 3874-1737,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"RUA JERONIMO NARCISO RAMOS , 921 - centro",15270-000,Macaubal,SP,,,
485,FÓRUM CAÇAPAVA - JUIZADO ESPECIAL / SERVIÇO PSICO SOCIAL - RUA CÔNEGO RODOVALHO,(12) 3221-5701,(12) 0000-0000,cacapavajec@tjsp.jus.br,Taubaté,0,Entrância Intermediária,107.09 Km,220V,"Rua Conego Rodovalho , 100 - Centro",12282-300,Caçapava,SP,3508504.0,Caçapava,47.0
486,Z-Fórum Cafelândia II - (Juizado Especial Cível e Criminal),(14) 3554-1155,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Avenida Dionísia Zucchi , 265 - Centro",16500-000,Cafelândia,SP,,,
487,Fórum Taboão da Serra II - Anexo Fiscal,(11) 4503-9551,Não Informado,Não Informado,Itapecerica da Serra,1,Entrância Final,13.35 Km,110V,"Av.Paulo Ayres , 470 - Pq Pinheiros",06767-220,Taboão da Serra,SP,3552809.0,Taboão da Serra,52.0
488,Fórum Hortolândia III - (Desativado),(19) 3809-0363,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Líbero Badaró , 394 - Jd. Sta. Rita de Cássia",13186-260,Hortolândia,SP,,,
489,Fórum Batatais II - Juizado Especial Cível e Criminal,(16) 2110-1952,Não Informado,Não Informado,Batatais,0,Entrância Final,311.16 Km,110V,"Rua Celso Garcia , 581 - Centro",14300-049,Batatais,SP,3505906.0,Batatais,39.0
490,Tribunal de Justiça - GADE I (Conselheiro Furtado.669),(11) 2827-8581,Não Informado,Não Informado,São Paulo,0,Não Informado,0.00 Km,220V,"Rua Conselheiro Furtado , 669 - Liberdade",01511-000,São Paulo,SP,3550308.0,São Paulo,0.0
491,Fórum Valinhos III - (Setor das Execuções Fiscais),(19) 3309-4551,(19) 3309-4614,Não Informado,Campinas,0,Entrância Intermediária,73.95 Km,110V,"Rua General Osório , 522 - Nova Valinhos",13271-130,Valinhos,SP,3556206.0,Valinhos,8.0
492,Lavarrápido - Moóca (Conservação de Viaturas),(11) 3207-5362,Não Informado,Não Informado,São Paulo,0,Não Informado,0.00 Km,110V,"R. da Moóca , 653 - Moóca",03103-000,São Paulo,SP,3550308.0,São Paulo,0.0
493,Fórum Flórida Paulista,(18) 3581-9801,Não Informado,floridaptaadm@tjsp.jus.br,Tupã,0,Entrância Inicial,513.03 Km,110V,"Praça Gerson Veronese Ferracini , 184 - Centro",17830-000,Flórida Paulista,SP,3516002.0,Flórida Paulista,30.0
494,Fórum Fernandópolis II - (Setor das Execuções Fiscais),Não Informado,Não Informado,Não Informado,Fernandópolis,0,Entrância Final,519.93 Km,110V,"Av. dos Arnados , 740 - Centro",15600-028,Fernandópolis,SP,3515509.0,Fernandópolis,18.0
495,Fórum Guarujá III - FAMÍLIA - JEC/JECRIM,(13) 2102-1404,Não Informado,guarujaadm@tjsp.jus.br,Santos,2,Entrância Final,62.80 Km,110V,"Rua Mário Ribeiro , 261 - Centro",11410191,Guarujá,SP,3518701.0,Guarujá,1.0
496,Fórum Itapetininga II (Criminal) Juiz Paulo Rubens Soares Hungria,(15) 3511-2415,Não Informado,itapetiningaadm@tjsp.jus.br,Itapetininga,2,Entrância Final,144.49 Km,220V,"Av. Peixoto Gomide , s/n - centro",18200-160,Itapetininga,SP,3522307.0,Itapetininga,22.0
497,Fórum Botucatu VIII - (Protocolo),(14) 3815-1241,Não Informado,botucatuadm@tjsp.jus.br,Não Informado,0,Não Informado,Não Informado,Não Informado,"Praça Rui Barbosa s/nº ,  - Centro",18600-905,Botucatu,SP,,,
498,Fórum São Vicente IV - (ADM e Finanças) - [desativado],(13) 3469-3900,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Campos de Buri , 18 - Parque Bitarú",11310-906,São Vicente,SP,,,
499,Fórum Bebedouro (Juizado Especial),(17) 3313-5451,Não Informado,Não Informado,Barretos,1,Entrância Intermediária,345.65 Km,110V,"Praça Nove de Julho , 150 - Centro",14700-039,Bebedouro,SP,3506102.0,Bebedouro,14.0
500,Forum de Rancharia II - JEC e Criminal da Comarca de Rancharia,(18) 2199-6301,Não Informado,Não Informado,Presidente Prudente,0,Entrância Inicial,460.04 Km,220V,"Rua Sete de Setembro, 964 - Vila Guaçu , 964 - Vila Guaçu",19600-152,Rancharia,SP,3542206.0,Rancharia,27.0
501,Z-Prédio_Inativo com setores inativos - STI,Não Informado,Não Informado,Não Informado,São Paulo,4,Não Informado,0.00 Km,110V,"Rua teste , 123' - Centro",03591-070,São Paulo,SP,3550308.0,São Paulo,0.0
502,Tribunal de Justiça - GADE II (Conselheiro Furtado.688),(11) 3207-5289,(11) 3207-5289,admgadefurtado2@tjsp.jus.br,São Paulo,0,Não Informado,0.00 Km,220V,"Rua Conselheiro Furtado , 688 - Liberdade",01511-000,São Paulo,SP,3550308.0,São Paulo,0.0
503,Fórum Taquaritinga II (Casa Oficial),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Praça Dr. Aimone Salerno , 171 - Centro",15900-000,Taquaritinga,SP,,,
504,Fórum Marília II (VEC e SAF),(14) 2105-1504,(14) 3311-1119,Não Informado,Marília,2,Entrância Final,370.08 Km,220V,"Rua Setembrino Cardoso Maciel , 20 - Fragata",17501-310,Marília,SP,3529005.0,Marília,31.0
505,Fórum Marília III (Psicosocial),(14) 3311-7101,Não Informado,Não Informado,Marília,0,Entrância Final,370.08 Km,220V,"Av. Rio Claro , 33 - Cascata",17515-010,Marília,SP,3529005.0,Marília,31.0
506,Tribunal de Justiça - MMDC,Não Informado,Não Informado,Não Informado,São Paulo,0,Não Informado,0.00 Km,110V,"Av Ipiranga , 165 - Centro - República",01046-010,São Paulo,SP,3550308.0,São Paulo,0.0
507,Seção Administrativa de Distribuição de Mandados,(13) 3346-5554,(13) 3346-5554,saovicentesadm@tjsp.jus.br,Santos,0,Entrância Final,52.40 Km,110V,"Rua Jacob Emerich , 1420 - Parque Bitarú",11310-906,São Vicente,SP,3551009.0,São Vicente,1.0
508,Fórum São Vicente VI - (Residência Oficial),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Av. Presidente Wilson , 1.126 - Centro - Imóvel cedido à Prefeitura",11320-000,São Vicente,SP,,,
509,Fórum São Vicente VI - (Almoxarifado e Arquivo),(13) 2202-9869,Não Informado,Não Informado,Santos,0,Entrância Final,52.40 Km,110V,"Rua XV de Novembro , 166 - Centro",11310-400,São Vicente,SP,3551009.0,São Vicente,1.0
510,Fórum Nhandeara II - (Juizado Especial Cível e Criminal),(17) 3467-9803,Não Informado,nhandearajec@tjsp.jus.br,Votuporanga,0,Entrância Inicial,472.71 Km,110V,"Rua Dr. Edmilson Pessoa Cavalcanti, 718 , 718 - centro",15190-000,Nhandeara,SP,3532603.0,Nhandeara,17.0
511,Fórum Conchas II – (Juizado Especial Cível e Criminal),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Pernambuco , 1190 - centro",18570-000,Conchas,SP,,,
512,Foro Regional XV - Butantã,Não Informado,Não Informado,Não Informado,São Paulo,6,Não Informado,0.00 Km,110V,"Av. Corifeu de Azevedo Marques, 148-150 , 148-150 - Butantã",05582-000,São Paulo,SP,3550308.0,São Paulo,0.0
513,Fórum Indaiatuba IV (Cartório Criminal) (inativado),(19) 3309-4301,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Avenida Itororó , 583/587 - Cidade Nova I (e-mail: indaiatuba1cr@tjsp.jus.br)",13334-050,Indaiatuba,SP,,,
514,Fórum Bauru III - Execuções Criminais,Não Informado,Não Informado,Não Informado,Bauru,2,Entrância Final,283.65 Km,110V,"Avenida Duque de Caxias , 12-29 - Vila Altinópolis",17012-151,Bauru,SP,3506003.0,Bauru,32.0
515,Fórum Dois Córregos II (Residência Oficial),Não Informado,Não Informado,Não Informado,Jaú,0,Entrância Inicial,221.70 Km,110V,"Av. D. Predro I , 576 - Centro",17300-055,Dois Córregos,SP,3514106.0,Dois Córregos,33.0
516,Fórum Diadema - Cível,(11) 2763-8688,Não Informado,Não Informado,São Bernardo do Campo,6,Entrância Final,15.40 Km,110V,"Av. Sete de Setembro , 409/413 - Vila Conceição",09912-010,Diadema,SP,3513801.0,Diadema,2.0
517,Fórum Diadema - Fazenda Pública,(11) 4506-1732,Não Informado,Não Informado,São Bernardo do Campo,1,Entrância Final,15.40 Km,110V,"Av. Sete de Setembro , 440/442 - Vila Conceição",09912-010,Diadema,SP,3513801.0,Diadema,2.0
518,Fórum Diadema - Juizado Especial Cível,(11) 2763-8688,Não Informado,Não Informado,São Bernardo do Campo,0,Entrância Final,15.40 Km,110V,"Av. Sete de Setembro , 359 - Vila Conceição",09912-010,Diadema,SP,3513801.0,Diadema,2.0
519,Prédio II - Teodoro Sampaio,(18) 3282-1555,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Manoel Ramos Gonçalves , 599 - Vila São Paulo",19280-000,Teodoro Sampaio,SP,,,
520,Prédio III  (JEC) - Teodoro Sampaio,(18) 3282-2097,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Tichiro Fuziki , 648 - Vila São Paulo",19280-000,Teodoro Sampaio,SP,,,
521,Fórum Lins II - Arquivo e Depósito,(14) 3522-3977,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Guarantã , 520 - Jardim Americano",16400-520,Lins,SP,,,
522,Forum Araras II - ANEXO FISCAL,(19) 3321-2251,Não Informado,Não Informado,Limeira,0,Entrância Intermediária,152.98 Km,110V,"Av. Zurita , 681 - Jardim Belvedere",00000-000,Araras,SP,3503307.0,Araras,10.0
523,Fórum Rio Claro III - JEC,(19) 3524-4722,Não Informado,Não Informado,Rio Claro,0,Entrância Final,157.95 Km,110V,"Rua 7 n.º 830 ,  - Centro",13500-143,Rio Claro,SP,3543907.0,Rio Claro,9.0
524,Fórum Jaú II - Setor Técnico de Psicologia e Assistentes Sociais,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Santo Antonio , s. - Vila Assis",17210-170,Jaú,SP,,,
525,Garagem Con de de Sarzedas,(11) 3107-4595,Não Informado,Não Informado,São Paulo,0,Não Informado,0.00 Km,110V,"Rua Conde de Sarzedas , 17 - Centro",01512-000,São Paulo,SP,3550308.0,São Paulo,0.0
526,Fórum II da Comarca de Itápolis - Arquivo Geral,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Avenida dos Amaros , 283 - Centro",14900-000,Itápolis,SP,,,
527,Fórum Taquaritinga II (Anexo Fiscal / JECCrim / Central de Mandados),(16) 3255-9452,Não Informado,Não Informado,Jaboticabal,1,Entrância Inicial,305.93 Km,110V,"Rua Visconde do Rio Branco , 71 - Centro",15900015,Taquaritinga,SP,3553708.0,Taquaritinga,42.0
528,Fórum Caraguatatuba II (Serviço Anexo das Fazendas),(12) 3886-3510,Não Informado,Não Informado,Caraguatatuba,0,Entrância Final,124.88 Km,220V,"Praça Doutor José Rebello da Cunha , 98 - Sumaré",11661-050,Caraguatatuba,SP,3510500.0,Caraguatatuba,51.0
529,Prédio Administrativo Brigadeiro Luis Antônio,(11) 2182-7112,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Av. Brigadeiro Luis Antonio , 849 - Bela Vista",01317-001,São Paulo,SP,,,
530,Forum Ribeirão Preto II - NAI – Núcleo de Atendimento Integrado,(16) 3238-8005,Não Informado,Não Informado,Ribeirão Preto,2,Entrância Final,289.85 Km,220V,"R. Alice Além Saadi , 950 - Nova Riberânia",14096-570,Ribeirão Preto,SP,3543402.0,Ribeirão Preto,41.0
531,Trbunal de Justiça da comarca de Ribeirão Preto - Setor Psicossocial,(16) 3238-4752,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Av. Presidente Kennedy , 1760 - Nova Ribeirânia",14096-350,Ribeirão Preto,SP,,,
532,Fórum São Manuel II,(14) 3842-3262,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Dr. Júlio de Faria , 1396 - Centro",18650-000,São Manuel,SP,,,
533,Fórum Francisco Morato II - CIC - Centro de Integração da Cidadania,Não Informado,Não Informado,Não Informado,Jundiaí,0,Entrância Final,31.60 Km,110V,"Rua Tabatinguera , 45 - Centro",07909-150,Francisco Morato,SP,3516309.0,Francisco Morato,5.0
534,Setor das Execuções Fiscais da Comarca de Lençóis Paulista,(14) 3721-2001,Não Informado,lencoissef@tjsp.jus.br,Bauru,0,Entrância Intermediária,245.22 Km,110V,"Avenida Nove de Julho , 1316 - Parque Antártica",18683-600,Lençóis Paulista,SP,3526803.0,Lençóis Paulista,32.0
535,Centro de Integração da Cidadania - CIC SUL,Não Informado,Não Informado,Não Informado,São Paulo,0,Não Informado,0.00 Km,110V,"Rua José Manoel Camisa Nova , 100 - Jardim São Luís",05822-015,São Paulo,SP,3550308.0,São Paulo,0.0
536,Fórum São Roque II (Anexo Fiscal),(11) 2550-5230,Não Informado,Não Informado,Sorocaba,0,Entrância Intermediária,50.91 Km,110V,"Av. John Fitzgerald Kennedy , 360 - Centro",18130-510,São Roque,SP,3550605.0,São Roque,19.0
537,Fórum Indaiatuba V - (CEJUSC),(19) 3837-8509,Não Informado,Não Informado,Itu,0,Entrância Final,78.26 Km,220V,"Rua Eurico Primo Venturini , s/nº - Jd. Pedroso (email: cejusc.indaiatuba@tjsp.jus.br)",13343-000,Indaiatuba,SP,3520509.0,Indaiatuba,20.0
538,Fórum Araraquara III - (CEJUSC),(16) 3301-7322,Não Informado,Não Informado,Araraquara,0,Entrância Final,250.99 Km,110V,"Av. D.  Pedro  II , 764 - Centro",14801-040,Araraquara,SP,3503208.0,Araraquara,13.0
539,Fórum Monte Alto III - Juizado Especial Cível,(16) 2145-5355,Não Informado,Não Informado,Jaboticabal,0,Entrância Inicial,318.14 Km,110V,"R. Nhonhô do Livramento , 1337 - Centro",15910-000,Monte Alto,SP,3531308.0,Monte Alto,42.0
540,Fórum Monte Alto II da 1ª Vara,Não Informado,Não Informado,Não Informado,Jaboticabal,2,Entrância Inicial,318.14 Km,110V,"Pça da Bandeira , 17 - Centro",15910-000,Monte Alto,SP,3531308.0,Monte Alto,42.0
541,CEJUSC - Judiapeba,(11) 4723-2254,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Alameda Santo Ângelo esquina com Rua Pedro Paulo dos Santos , s/n - Jundiapeba",08750-510,Mogi das Cruzes,SP,,,
542,Z-Fórum Guarulhos VI (Fazenda e VEC) [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Desativado , 00 - Vila das Palmeiras",07013-131,Guarulhos,SP,,,
543,Z - Fórum Guarulhos (Varas da Infância e Juventude) [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Presidente Prudente , 69 - Jardim São Paulo",07110-140,Guarulhos,SP,,,
544,Z - Fórum Guarulhos (JECRIM e VARA DE VIOLÊNCIA DOMÉSTICA) [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Ipê , 83 - Centro",07090-130,Guarulhos,SP,,,
545,Fórum Itu IV -(Centro Judiciário de Conciliação de Conflito e Cidadania),(11) 4024-9500,Não Informado,Não Informado,Itu,0,Entrância Final,74.66 Km,110V,"Avenida Tiradentes , 1817 - Parque Industrial",13309-640,Itu,SP,3523909.0,Itu,20.0
546,Fórum Santa Cruz do Rio Pardo (CEJUSC),(14) 2227-1354,Não Informado,Não Informado,Ourinhos,0,Entrância Intermediária,314.61 Km,110V,"Pça Dr. Pedro Cesar Sampaio , 31 - Centro",18900-027,Santa Cruz do Rio Pardo,SP,3546405.0,Santa Cruz do Rio Pardo,25.0
547,Desembargador Lourenço Agostinho Abbá Filho,(19) 2142-3352,Não Informado,louveiraadm@tjsp.jus.br,Jundiaí,2,Entrância Inicial,60.61 Km,220V,"Rua Antonio Schiamanna , 126 - Vila Nova",13290-024,Louveira,SP,3527306.0,Louveira,5.0
548,Fórum Mogi Mirim III (Juizado),(19) 3804-4333,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Av. 22 de Outubro , 136 - Jardim Santa Helena",13806-050,Mogi Mirim,SP,,,
549,Bela Cintra - SGP 4 E SGP 5,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Bela Cintra , 151 - Consolação",01415-001,São Paulo,SP,,,
550,Fórum (Segundo Prédio),Não Informado,Não Informado,Não Informado,Ourinhos,0,Entrância Inicial,318.89 Km,110V,"Rua Cel. Julio Silva , 365 - Centro",18970-029,Chavantes,SP,3557204.0,Chavantes,25.0
551,Prédio do Setor das Execuções Fiscais,(11) 2184-1201,Não Informado,Não Informado,Guarulhos,0,Entrância Inicial,25.95 Km,110V,"Rua Laudemiro Ramos , 180 - Vila Nova",07600099,Mairiporã,SP,3528502.0,Mairiporã,44.0
552,Centro Judiciário de Solução de Conflitos e Cidadania da Comarca de Lençóis Pta.,(14) 3264-4051,Não Informado,Não Informado,Bauru,0,Entrância Intermediária,245.22 Km,110V,"Rua Anita Garibaldi , 797 - Centro",18682-043,Lençóis Paulista,SP,3526803.0,Lençóis Paulista,32.0
553,Fórum Monte Aprazível (Juizado Especial Cível e Criminal),(17) 3275-3445,(17) 3275-1705,Não Informado,São José do Rio Preto,1,Entrância Inicial,442.31 Km,110V,"R. Monteiro Lobato , 536 - Centro",15500000,Monte Aprazível,SP,3531407.0,Monte Aprazível,16.0
554,Fórum Desembargador Alcides de Almeida Ferrari,(14) 3112-2083,Não Informado,botucatuadm@tjsp.jus.br,Botucatu,7,Entrância Final,198.97 Km,110V,"Praça Iole Dinucci Fernandes , s/nº - Jardim Rivieira",18606-572,Botucatu,SP,3507506.0,Botucatu,23.0
555,Fórum Rio Claro IV - (Arquivo Geral),Não Informado,Não Informado,Não Informado,Rio Claro,0,Entrância Final,157.95 Km,110V,"Avenida 5 , 1.206 - Vila do Rádio",13500-380,Rio Claro,SP,3543907.0,Rio Claro,9.0
556,Fórum Porto Ferreira II - (Execuções Fiscais),(19) 2156-9052,Não Informado,Não Informado,Pirassununga,0,Entrância Inicial,207.25 Km,220V,"Rua Luiz Gama , 74 - Centro",13660-047,Porto Ferreira,SP,3540705.0,Porto Ferreira,11.0
557,Fórum Mirandópolis (Juizado Especial Cível e Criminal),(18) 2175-5901,Não Informado,Não Informado,Andradina,1,Entrância Inicial,531.92 Km,220V,"Rua Ana Luiza da Conceição , 638 - Centro",16800-000,Mirandópolis,SP,3530102.0,Mirandópolis,37.0
558,X-Anexo do Juizado Especial Cível da Lapa (UMC) - Desativado,(11) 3649-5164,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Av. Imperatriz Leopoldina , 585 - Vila Leopoldina",05305-010,São Paulo,SP,,,
559,Prédio Administrativo da Glória (SAAB 2.5.9),Não Informado,Não Informado,admgloria@tjsp.jus.br,São Paulo,1,Não Informado,0.00 Km,110V,"Rua da Glória , 459 - Liberdade",01510001,São Paulo,SP,3550308.0,São Paulo,0.0
560,JUIZADO ESPECIAL CÍVEL E CRIMINAL DE PIRAJU,(14) 3352-6851,Não Informado,Não Informado,Ourinhos,0,Entrância Inicial,283.22 Km,110V,"Rua 13 de maio , 476 - Centro",18800-001,Piraju,SP,3538808.0,Piraju,25.0
561,Tribunal de Justiça da Comarca de Ribeirão Preto - Prédio do DARAJ 6,(16) 3238-8006,Não Informado,Não Informado,Ribeirão Preto,1,Entrância Final,289.85 Km,110V,"Rua Luiz Barizon , 95 - Jardim Nova Aliança Sul",14027080,Ribeirão Preto,SP,3543402.0,Ribeirão Preto,41.0
562,Prédio do CEJUSC - Presidente Venceslau,Não Informado,Não Informado,Não Informado,Presidente Venceslau,0,Entrância Intermediária,565.55 Km,110V,"R. Santo Antônio , 37 - Centro",19400-037,Presidente Venceslau,SP,3541505.0,Presidente Venceslau,28.0
563,Fórum São José do Rio Preto  [desativado],(17) 3234-3983,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua XV de Novembro , 3635 - Centro",15015-110,São José do Rio Preto,SP,,,
564,Prédio do CEJUSC CENTRAL (Barra Funda),Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Rua Barra Funda , 930 - Barra Funda",01152-000,São Paulo,SP,,,
565,Fórum Pederneiras II (CEJUSC),(14) 2212-8951,(14) 2212-8601,Não Informado,Jaú,0,Entrância Inicial,256.21 Km,110V,"Av. Bernardino Flora Furlan , 1630 - Parque Industrial Toufik Rachid Razuk",17284-620,Pederneiras,SP,3536703.0,Pederneiras,33.0
566,Fórum Bauru IV - DARAJ - COLÉGIO RECURSAL - SAS - IMESC - DEECRIM - Aud.Custódia,Não Informado,Não Informado,Não Informado,Bauru,1,Entrância Final,283.65 Km,110V,"Rua Amazonas , 1-41 - Jardim Paulistano",17030-570,Bauru,SP,3506003.0,Bauru,32.0
567,Fórum Bauru V - Psicossocial,Não Informado,(14) 3232-1953,Não Informado,Bauru,0,Entrância Final,283.65 Km,110V,"Rua Marcondes Salgado , 4-59 - Centro",00000000,Bauru,SP,3506003.0,Bauru,32.0
568,Fórum Taquaritinga III ( CEJUSC ),(16) 3253-6706,Não Informado,Não Informado,Jaboticabal,0,Entrância Inicial,305.93 Km,110V,"Rua Barão do Triunfo , 437 - Centro",15900-015,Taquaritinga,SP,3553708.0,Taquaritinga,42.0
569,Fórum Guaratinguetá III (Execuções Fiscais),(12) 2124-9423,(12) 2124-9423,Não Informado,Guaratinguetá,0,Entrância Final,168.46 Km,110V,"Av. João Pessoa , 196 - Pedregulho",12515010,Guaratinguetá,SP,3518404.0,Guaratinguetá,48.0
570,Fórum Presidente Prudente [desativado],Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Av. Miguel Damha , 225 - Parque Residencial Damha",19053681,Presidente Prudente,SP,,,
571,Fórum Vinhedo II - Execução Fiscal,(19) 3399-8901,Não Informado,Não Informado,Jundiaí,0,Entrância Intermediária,67.20 Km,220V,"Rua da Formiga , 375 - Jardim Brasil",13289-086,Vinhedo,SP,3556701.0,Vinhedo,5.0
572,Fórum Vinhedo III - CEJUSC,(19) 3826-7575,Não Informado,Não Informado,Jundiaí,0,Entrância Intermediária,67.20 Km,220V,"Rua Humberto Pescarini , 301 - Centro",13280-085,Vinhedo,SP,3556701.0,Vinhedo,5.0
573,Juizado Especial Cível da Comarca de Valparaíso,(18) 3401-8503,Não Informado,Não Informado,Araçatuba,0,Entrância Inicial,505.76 Km,110V,"Av. Nove de Julho , 346 - Centro",16880000,Valparaíso,SP,3556305.0,Valparaíso,36.0
574,Fórum Araçatuba III - DARAJ,(18) 3303-3001,Não Informado,daraj2@tjsp.jus.br,Araçatuba,0,Entrância Final,469.04 Km,110V,"Rua Aguapei , 50 - Centro",16010500,Araçatuba,SP,3502804.0,Araçatuba,36.0
575,Fórum Arujá II,(11) 2192-2803,(11) 2192-2805,arujaadm@tjsp.jus.br,Guarulhos,1,Entrância Intermediária,36.30 Km,110V,"Rua Albino Rodrigues Neves , 595 - Center Ville",07401-125,Arujá,SP,3503901.0,Arujá,44.0
576,Fórum Arujá IV - Juizado Especial,Não Informado,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,Não Informado,"Avenida Albino Rodrigues Neves , 680 - Center Ville",07401-125,Arujá,SP,,,
577,Fórum Arujá IV - Execuções Fiscais,(11) 2192-2801,(11) 2192-2805,Não Informado,Guarulhos,0,Entrância Intermediária,36.30 Km,110V,"Rua Albino Rodrigues Neves , 620 - Center Ville",07401-125,Arujá,SP,3503901.0,Arujá,44.0
578,Fórum Arujá VIII - Cejusc,(11) 4654-3484,(11) 2192-2805,Não Informado,Guarulhos,0,Entrância Intermediária,36.30 Km,110V,"R. Albino Rodrigues Neves , 575 - Center Ville",07401-125,Arujá,SP,3503901.0,Arujá,44.0
579,Fórum Arujá VI - Juizado Especial Cível e Criminal,(11) 2192-2807,(11) 2192-2805,Não Informado,Guarulhos,0,Entrância Intermediária,36.30 Km,110V,"Rua Albino Rodrigues Neves , 625 - Center Ville",07401-125,Arujá,SP,3503901.0,Arujá,44.0
580,"Fórum São José do Rio Preto II - (Cível, Fazenda e DARAJ 8)",(17) 2137-3784,Não Informado,Não Informado,São José do Rio Preto,15,Entrância Final,414.42 Km,110V,"Rua Abdo Muanis , 991 - Centro",03591070,São José do Rio Preto,SP,3549805.0,São José do Rio Preto,16.0
