id_municipio,id_municipio_tjsp,municipio_tjsp,municipio_corrigido,raj,comarca_tjsp,comarca_sede,unidades
3515186,6675,Espírito Santo do Pinhal,Espírito Santo do Pinhal,4ª RAJ Campinas,Espírito Santo do Pinhal,1,Fórum Espírito Santo do Pinhal IV (Residência Oficial)
3515194,6676,Espírito Santo do Turvo,Espírito Santo do Turvo,3ª RAJ Bauru,Santa Cruz do Rio Pardo,0,Fórum Doutor Augusto José da Costa
3515194,6676,Espírito Santo do Turvo,Espírito Santo do Turvo,3ª RAJ Bauru,Santa Cruz do Rio Pardo,0,Fórum Santa Cruz do Rio Pardo (CEJUSC)
3515194,6676,Espírito Santo do Turvo,Espírito Santo do Turvo,3ª RAJ Bauru,Santa Cruz do Rio Pardo,0,Fórum Santa Cruz do Rio Pardo (Juizado Especial Cível)
3557303,7148,Estiva Gerbi,Estiva Gerbi,4ª RAJ Campinas,Mogi Guaçu,0,Fórum Mogi Guaçu I
3557303,7148,Estiva Gerbi,Estiva Gerbi,4ª RAJ Campinas,Mogi Guaçu,0,Fórum Mogi Guaçu II - (Anexo Fiscal e Juizado Especial)
3557303,7148,Estiva Gerbi,Estiva Gerbi,4ª RAJ Campinas,Mogi Guaçu,0,Fórum Mogi Guaçu III - CEJUSC
3557303,7148,Estiva Gerbi,Estiva Gerbi,4ª RAJ Campinas,Mogi Guaçu,0,Fórum Mogi Guaçu IV - Setor Técnico
3515301,6678,Estrela do Norte,Estrela do Norte,5ª RAJ Presidente Prudente,Pirapozinho,0,Dr. Antonio José Machado Dias
3515202,6677,Estrela dOeste,Estrela d'Oeste,8ª RAJ São José do Rio Preto,Estrela dOeste,1,Fórum Estrela D'Oeste
3515350,6679,Euclides da Cunha Paulista,Euclides da Cunha Paulista,5ª RAJ Presidente Prudente,Teodoro Sampaio,0,Fórum de Teodoro Sampaio I (JIC e JEC)
3515350,6679,Euclides da Cunha Paulista,Euclides da Cunha Paulista,5ª RAJ Presidente Prudente,Teodoro Sampaio,0,Fórum de Teodoro Sampaio II (Anexo do JEC - UAAJ - Euclides da Cunha Paulista)
3515400,6680,Fartura,Fartura,3ª RAJ Bauru,Fartura,1,Fórum Desembargador Edmond Acar
3515608,6682,Fernando Prestes,Fernando Prestes,6ª RAJ Ribeirão Preto,Taquaritinga,0,Fórum Taquaritinga I
3515608,6682,Fernando Prestes,Fernando Prestes,6ª RAJ Ribeirão Preto,Taquaritinga,0,Fórum Taquaritinga II (Anexo Fiscal / JECCrim / Central de Mandados)
3515608,6682,Fernando Prestes,Fernando Prestes,6ª RAJ Ribeirão Preto,Taquaritinga,0,Fórum Taquaritinga III ( CEJUSC )
3515509,6681,Fernandópolis,Fernandópolis,8ª RAJ São José do Rio Preto,Fernandópolis,1,Fórum Fernandópolis I
3515509,6681,Fernandópolis,Fernandópolis,8ª RAJ São José do Rio Preto,Fernandópolis,1,Fórum Fernandópolis II - (Setor das Execuções Fiscais)
3515509,6681,Fernandópolis,Fernandópolis,8ª RAJ São José do Rio Preto,Fernandópolis,1,Fórum Fernandópolis III (CEJUSC)
3515509,6681,Fernandópolis,Fernandópolis,8ª RAJ São José do Rio Preto,Fernandópolis,1,Fórum Fernandópolis IV (Psicólogos e Assist. Social)
3515509,6681,Fernandópolis,Fernandópolis,8ª RAJ São José do Rio Preto,Fernandópolis,1,Fórum Fernandópolis V (UNIV. BRASIL (Antiga UNICASTELO) – CAMPUS VII
3515509,6681,Fernandópolis,Fernandópolis,8ª RAJ São José do Rio Preto,Fernandópolis,1,Fórum Fernandópolis VI (Anexo do Juizado)
3515657,6683,Fernão,Fernão,5ª RAJ Presidente Prudente,Gália,0,Comarca de Gália
3515707,6684,Ferraz de Vasconcelos,Ferraz de Vasconcelos,1ª RAJ Grande São Paulo,Ferraz de Vasconcelos,1,"Fórum de Ferraz de Vasconcelos ""Desembargador Ruy Toledo de Assumpção"""
3515806,6685,Flora Rica,Flora Rica,5ª RAJ Presidente Prudente,Pacaembu,0,Fórum Pacaembu
3515905,6686,Floreal,Floreal,8ª RAJ São José do Rio Preto,Nhandeara,0,Fórum Nhandeara
3515905,6686,Floreal,Floreal,8ª RAJ São José do Rio Preto,Nhandeara,0,Fórum Nhandeara II - (Juizado Especial Cível e Criminal)
3515905,6686,Floreal,Floreal,8ª RAJ São José do Rio Preto,Nhandeara,0,Fórum Nhandeara III (Anexo Escola Joaquim Fernandes de Melo)
3516002,6687,Flórida Paulista,Flórida Paulista,5ª RAJ Presidente Prudente,Flórida Paulista,1,Fórum Flórida Paulista
3516101,6688,Florínia,Florínea,5ª RAJ Presidente Prudente,Assis,0,Fórum Assis I - Dr. José Claudino de Oliveira Dias
3516101,6688,Florínia,Florínea,5ª RAJ Presidente Prudente,Assis,0,Fórum Assis II - (Vara da Fazenda Pública)
3516101,6688,Florínia,Florínea,5ª RAJ Presidente Prudente,Assis,0,Fórum Assis III - (Juizado Especial Cível e Criminal)
3516101,6688,Florínia,Florínea,5ª RAJ Presidente Prudente,Assis,0,Fórum Assis IV - (CEJUSC - ACIA)
3516200,6689,Franca,Franca,6ª RAJ Ribeirão Preto,Franca,1,Fórum I de Franca
3516200,6689,Franca,Franca,6ª RAJ Ribeirão Preto,Franca,1,Fórum II de Franca (CEJUSC)
3516200,6689,Franca,Franca,6ª RAJ Ribeirão Preto,Franca,1,Fórum III de Franca (CEJUSC - Posto)
3516200,6689,Franca,Franca,6ª RAJ Ribeirão Preto,Franca,1,Fórum IV de Franca (Anexo do JEC - UNESP)
3516200,6689,Franca,Franca,6ª RAJ Ribeirão Preto,Franca,1,Fórum V de Franca (CEJUSC - 5ª Cia do 15º BPM-I)
3516309,6690,Francisco Morato,Francisco Morato,4ª RAJ Campinas,Francisco Morato,1,Fórum Francisco Morato I - Vanderlei Aparecido Borges
3516309,6690,Francisco Morato,Francisco Morato,4ª RAJ Campinas,Francisco Morato,1,Fórum Francisco Morato II - CIC - Centro de Integração da Cidadania
3516309,6690,Francisco Morato,Francisco Morato,4ª RAJ Campinas,Francisco Morato,1,Fórum Francisco Morato III - Arquivo
3516309,6690,Francisco Morato,Francisco Morato,4ª RAJ Campinas,Francisco Morato,1,Fórum Francisco Morato IV
3516408,6691,Franco da Rocha,Franco da Rocha,4ª RAJ Campinas,Franco da Rocha,1,Fórum Franco da Rocha
3516507,6692,Gabriel Monteiro,Gabriel Monteiro,2ª RAJ Araçatuba,Bilac,0,Fórum Bilac (Residência Oficial)
3516507,6692,Gabriel Monteiro,Gabriel Monteiro,2ª RAJ Araçatuba,Bilac,0,Fórum da Comarca de Bilac - (Coriolano Pompeu Filho)
3516606,6693,Gália,Gália,5ª RAJ Presidente Prudente,Gália,1,Comarca de Gália
3516705,6694,Garça,Garça,5ª RAJ Presidente Prudente,Garça,1,Fórum I Garça
3516705,6694,Garça,Garça,5ª RAJ Presidente Prudente,Garça,1,Fórum II Garça (CEJUSC)
3516804,6695,Gastão Vidigal,Gastão Vidigal,8ª RAJ São José do Rio Preto,Nhandeara,0,Fórum Nhandeara
3516804,6695,Gastão Vidigal,Gastão Vidigal,8ª RAJ São José do Rio Preto,Nhandeara,0,Fórum Nhandeara II - (Juizado Especial Cível e Criminal)
3516804,6695,Gastão Vidigal,Gastão Vidigal,8ª RAJ São José do Rio Preto,Nhandeara,0,Fórum Nhandeara III (Anexo Escola Joaquim Fernandes de Melo)
3516853,6696,Gavião Peixoto,Gavião Peixoto,6ª RAJ Ribeirão Preto,Araraquara,0,Fórum Juiz Macedo Couto
3516853,6696,Gavião Peixoto,Gavião Peixoto,6ª RAJ Ribeirão Preto,Araraquara,0,Fórum Araraquara III - (CEJUSC)
3516903,6697,General Salgado,General Salgado,8ª RAJ São José do Rio Preto,General Salgado,1,Fórum General Salgado (ARGYMIRO ACAYABA DE TOLEDO)
3517000,6698,Getulina,Getulina,2ª RAJ Araçatuba,Getulina,1,Fórum Getulina I - (Principal)
3517000,6698,Getulina,Getulina,2ª RAJ Araçatuba,Getulina,1,Fórum Getulina II - (Unidade Forense)
3517109,6699,Glicério,Glicério,2ª RAJ Araçatuba,Penápolis,0,Fórum Penápolis I -
3517109,6699,Glicério,Glicério,2ª RAJ Araçatuba,Penápolis,0,Fórum Penápolis II - (Juizado Especial)
3517208,6700,Guaiçara,Guaiçara,2ª RAJ Araçatuba,Lins,0,Fórum Lins I
3517208,6700,Guaiçara,Guaiçara,2ª RAJ Araçatuba,Lins,0,Fórum Lins III - CEJUSC
3517208,6700,Guaiçara,Guaiçara,2ª RAJ Araçatuba,Lins,0,Fórum Lins IV - CEJUSC (Polícia)
3517307,6701,Guaimbê,Guaimbê,2ª RAJ Araçatuba,Getulina,0,Fórum Getulina I - (Principal)
3517307,6701,Guaimbê,Guaimbê,2ª RAJ Araçatuba,Getulina,0,Fórum Getulina II - (Unidade Forense)
3517406,6702,Guaíra,Guaíra,8ª RAJ São José do Rio Preto,Guaíra,1,Fórum da Comarca de Guaíra I
3517406,6702,Guaíra,Guaíra,8ª RAJ São José do Rio Preto,Guaíra,1,Fórum Guaíra II
3517505,6703,Guapiaçu,Guapiaçu,8ª RAJ São José do Rio Preto,São José do Rio Preto,0,Fórum São José do Rio Preto I - (Central)
3517505,6703,Guapiaçu,Guapiaçu,8ª RAJ São José do Rio Preto,São José do Rio Preto,0,"Fórum São José do Rio Preto II - (Cível, Fazenda e DARAJ 8)"
3517505,6703,Guapiaçu,Guapiaçu,8ª RAJ São José do Rio Preto,São José do Rio Preto,0,"Fórum São José do Rio Preto III - (Família, JEC e Infância)"
3517604,6704,Guapiara,Guapiara,10ª RAJ Sorocaba,Capão Bonito,0,Anexo do JEC - UAAJ - GUAPIARA
3517604,6704,Guapiara,Guapiara,10ª RAJ Sorocaba,Capão Bonito,0,Fórum da Comarca de Capão Bonito
3517703,6705,Guará,Guará,6ª RAJ Ribeirão Preto,Guará,1,Fórum Guará - Desembargador Valentim Alves da Silva
3517802,6706,Guaraçaí,Guaraçaí,2ª RAJ Araçatuba,Mirandópolis,0,Fórum Mirandópolis
3517802,6706,Guaraçaí,Guaraçaí,2ª RAJ Araçatuba,Mirandópolis,0,Fórum Mirandópolis (Arquivo)
3517802,6706,Guaraçaí,Guaraçaí,2ª RAJ Araçatuba,Mirandópolis,0,Fórum Mirandópolis (Juizado Especial Cível e Criminal)
3517901,6707,Guaraci,Guaraci,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia I - (Principal)
3517901,6707,Guaraci,Guaraci,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia II (3ª Vara)
3517901,6707,Guaraci,Guaraci,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia III - (Juizado Especial)
3517901,6707,Guaraci,Guaraci,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia IV - (Execução Fiscal)
3517901,6707,Guaraci,Guaraci,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia V - (CEJUSC)
3517901,6707,Guaraci,Guaraci,8ª RAJ São José do Rio Preto,Olímpia,0,Fórum Olímpia VI - (Anexo do JEC - UAAJ - CAJOBI)
3518008,6708,Guarani d'Oeste,Guarani d'Oeste,8ª RAJ São José do Rio Preto,Ouroeste,0,FORO DA COMARCA DE OUROESTE
3518008,6708,Guarani d'Oeste,Guarani d'Oeste,8ª RAJ São José do Rio Preto,Ouroeste,0,Fórum ca Comarca de Ouroeste II (CEJUSC)
3518008,6708,Guarani d'Oeste,Guarani d'Oeste,8ª RAJ São José do Rio Preto,Ouroeste,0,Fórum da Comarca de Ouroeste III (Anexo do JEC - UAAJ - INDIAPORÃ)
3518107,6709,Guarantã,Guarantã,2ª RAJ Araçatuba,Cafelândia,0,Fórum Cafelândia I - (Principal)
3518107,6709,Guarantã,Guarantã,2ª RAJ Araçatuba,Cafelândia,0,Fórum Cafelândia II - (JEC e CEJUSC)
3518107,6709,Guarantã,Guarantã,2ª RAJ Araçatuba,Cafelândia,0,Fórum Cafelândia III - (JEC - UAAJ - JÚLIO MESQUITA )
3518206,6710,Guararapes,Guararapes,2ª RAJ Araçatuba,Guararapes,1,Fórum I Guararapes
3518206,6710,Guararapes,Guararapes,2ª RAJ Araçatuba,Guararapes,1,Fórum II Guararapes (Residência Oficial)
3518305,6711,Guararema,Guararema,1ª RAJ Grande São Paulo,Guararema,1,Fórum I Guararema - (Dr. Francisco Xavier Moretz Sohm)
3518305,6711,Guararema,Guararema,1ª RAJ Grande São Paulo,Guararema,1,Fórum II Guararema - (CEJUSC)
3518404,6712,Guaratinguetá,Guaratinguetá,9ª RAJ São José dos Campos,Guaratinguetá,1,Fórum Guaratinguetá I (Principal)
3518404,6712,Guaratinguetá,Guaratinguetá,9ª RAJ São José dos Campos,Guaratinguetá,1,Fórum Guaratinguetá
3518404,6712,Guaratinguetá,Guaratinguetá,9ª RAJ São José dos Campos,Guaratinguetá,1,Fórum Guaratinguetá III (Execuções Fiscais)
3518404,6712,Guaratinguetá,Guaratinguetá,9ª RAJ São José dos Campos,Guaratinguetá,1,Fórum Guaratinguetá IV (CEJUSC)
3518503,6713,Guareí,Guareí,10ª RAJ Sorocaba,Porangaba,0,Fórum Porangaba I
3518503,6713,Guareí,Guareí,10ª RAJ Sorocaba,Porangaba,0,Fórum Porangaba II (Anexo do JEC - UAAJ - BOFETE)
3518503,6713,Guareí,Guareí,10ª RAJ Sorocaba,Porangaba,0,Fórum Porangaba III (Anexo do JEC - UAAJ - GUAREÍ)
3518602,6714,Guariba,Guariba,6ª RAJ Ribeirão Preto,Guariba,1,"Fórum da Comarca de Guariba ""Desembargador Humberto Andrade Junqueira"""
3518602,6714,Guariba,Guariba,6ª RAJ Ribeirão Preto,Guariba,1,Fórum Guariba II - CEJUSC
3518701,6715,Guarujá,Guarujá,7ª RAJ Santos,Guarujá,1,Fórum Guarujá I -  CÍVEL/CRIMINAL
3518701,6715,Guarujá,Guarujá,7ª RAJ Santos,Guarujá,1,Fórum Guarujá II - VARA DA FAZENDA PÚBLICA
3518701,6715,Guarujá,Guarujá,7ª RAJ Santos,Guarujá,1,Fórum Guarujá III - FAMÍLIA - JEC/JECRIM
3518701,6715,Guarujá,Guarujá,7ª RAJ Santos,Guarujá,1,Fórum Guarujá IV - (CEJUSC)
3518800,6716,Guarulhos,Guarulhos,1ª RAJ Grande São Paulo,Guarulhos,1,Fórum Guarulhos I - (Fórum Criminal - Dr. Murilo Matos Faria)
3518800,6716,Guarulhos,Guarulhos,1ª RAJ Grande São Paulo,Guarulhos,1,Fórum Guarulhos II - (Fórum Cível - Dr. Flávio Cleto Giovanni Trombetti)
3518800,6716,Guarulhos,Guarulhos,1ª RAJ Grande São Paulo,Guarulhos,1,Fórum Guarulhos III - (CEJUSC I – UAAJ UNIFIG)
3518859,6717,Guatapará,Guatapará,6ª RAJ Ribeirão Preto,Ribeirão Preto,0,Forum Ribeirão Preto II - NAI – Núcleo de Atendimento Integrado
3518859,6717,Guatapará,Guatapará,6ª RAJ Ribeirão Preto,Ribeirão Preto,0,Fórum Ribeirão Preto III - (CEJUSC)
3518859,6717,Guatapará,Guatapará,6ª RAJ Ribeirão Preto,Ribeirão Preto,0,Tribunal de Justiça da Comarca de Ribeirão Preto - Prédio do DARAJ 6
3518859,6717,Guatapará,Guatapará,6ª RAJ Ribeirão Preto,Ribeirão Preto,0,Tribunal de Justiça da Comarca de Ribeirão Preto - Prédio I
3518909,6718,Guzolândia,Guzolândia,2ª RAJ Araçatuba,Auriflama,0,Fórum Auriflama - (Ministro Domingos Franciulli Neto)
3519006,6719,Herculândia,Herculândia,5ª RAJ Presidente Prudente,Tupã,0,Forum de Tupã II  - Arquivo Geral
3519006,6719,Herculândia,Herculândia,5ª RAJ Presidente Prudente,Tupã,0,Forum de Tupã III - Cejusc
3519006,6719,Herculândia,Herculândia,5ª RAJ Presidente Prudente,Tupã,0,Fórum Tupã I
3519055,6720,Holambra,Holambra,4ª RAJ Campinas,Artur Nogueira,0,Fórum Artur Nogueira
3519055,6720,Holambra,Holambra,4ª RAJ Campinas,Artur Nogueira,0,Fórum Artur Nogueira (CEJUSC)
3519071,6721,Hortolândia,Hortolândia,4ª RAJ Campinas,Hortolândia,1,FÓRUM DA COMARCA DE HORTOLÂNDIA
3519071,6721,Hortolândia,Hortolândia,4ª RAJ Campinas,Hortolândia,1,PRÉDIO II - ANEXO
3519105,6722,Iacanga,Iacanga,6ª RAJ Ribeirão Preto,Iacanga,1,COMARCA DE IACANGA
3519105,6722,Iacanga,Iacanga,6ª RAJ Ribeirão Preto,Iacanga,1,Fórum Iacanga II (CEJUSC)
3519204,6723,Iacri,Iacri,5ª RAJ Presidente Prudente,Bastos,0,Foro da Comarca de Bastos
3519253,6724,Iaras,Iaras,3ª RAJ Bauru,Cerqueira César,0,Fórum Cerqueira César
3519303,6725,Ibaté,Ibaté,6ª RAJ Ribeirão Preto,Ibaté,1,Fórum Ibaté
3519402,6726,Ibirá,Ibirá,8ª RAJ São José do Rio Preto,Catanduva,0,"Fórum ""Dr. Renato Bueno Netto"""
3519402,6726,Ibirá,Ibirá,8ª RAJ São José do Rio Preto,Catanduva,0,Fórum Catanduva II - (Anexo Fiscal)
3519402,6726,Ibirá,Ibirá,8ª RAJ São José do Rio Preto,Catanduva,0,Fórum Catanduva III - (CEJUSC)
3519501,6727,Ibirarema,Ibirarema,5ª RAJ Presidente Prudente,Palmital,0,Fórum Dr. Ethayba Gilson Parahiba
3519600,6728,Ibitinga,Ibitinga,6ª RAJ Ribeirão Preto,Ibitinga,1,"Fórum ""Dr. Aderson Perdigão Nogueira"""
3519600,6728,Ibitinga,Ibitinga,6ª RAJ Ribeirão Preto,Ibitinga,1,Fórum Ibitinga II
3519709,6729,Ibiúna,Ibiúna,10ª RAJ Sorocaba,Ibiúna,1,Fórum Ibiúna I - (Principal)
3519709,6729,Ibiúna,Ibiúna,10ª RAJ Sorocaba,Ibiúna,1,Fórum Ibiúna II - (Juizado Especial Cível e Criminal)
3519808,6730,Icém,Icém,8ª RAJ São José do Rio Preto,Nova Granada,0,Fórum Nova Granada I - Principal
3519808,6730,Icém,Icém,8ª RAJ São José do Rio Preto,Nova Granada,0,Fórum Nova Granada II (CEJUSC)
3519907,6731,Iepê,Iepê,5ª RAJ Presidente Prudente,Iepê,1,Fórum Iepê I
3519907,6731,Iepê,Iepê,5ª RAJ Presidente Prudente,Iepê,1,Fórum Iepê II (Anexo do JEC - Nantes)
3520004,6732,Igaraçu do Tietê,Igaraçu do Tietê,3ª RAJ Bauru,Barra Bonita,0,Fórum I Barra Bonita
3520004,6732,Igaraçu do Tietê,Igaraçu do Tietê,3ª RAJ Bauru,Barra Bonita,0,Fórum II Barra Bonita (CEJUSC)
3520103,6733,Igarapava,Igarapava,6ª RAJ Ribeirão Preto,Igarapava,1,"Fórum ""David Pimentel"""
3520202,6734,Igaratá,Igaratá,1ª RAJ Grande São Paulo,Santa Isabel,0,Fórum  Santa Isabel I
3520202,6734,Igaratá,Igaratá,1ª RAJ Grande São Paulo,Santa Isabel,0,Fórum Santa Isabel II - (Juizado Especial e SADM)
3520301,6735,Iguape,Iguape,7ª RAJ Santos,Iguape,1,Fórum Iguape I
3520301,6735,Iguape,Iguape,7ª RAJ Santos,Iguape,1,Fórum Iguape III - (Residência Oficial)
3520301,6735,Iguape,Iguape,7ª RAJ Santos,Iguape,1,Fórum Iguape IV
3520301,6735,Iguape,Iguape,7ª RAJ Santos,Iguape,1,Fórum Iguape IV - (CEJUSC)
3520426,6737,Ilha Comprida,Ilha Comprida,7ª RAJ Santos,Iguape,0,Fórum Iguape I
3520426,6737,Ilha Comprida,Ilha Comprida,7ª RAJ Santos,Iguape,0,Fórum Iguape III - (Residência Oficial)
3520426,6737,Ilha Comprida,Ilha Comprida,7ª RAJ Santos,Iguape,0,Fórum Iguape IV
3520426,6737,Ilha Comprida,Ilha Comprida,7ª RAJ Santos,Iguape,0,Fórum Iguape IV - (CEJUSC)
3520442,6738,Ilha Solteira,Ilha Solteira,2ª RAJ Araçatuba,Ilha Solteira,1,Fórum da Comarca de Ilha Solteira
3520400,6736,Ilhabela,Ilhabela,9ª RAJ São José dos Campos,Ilhabela,1,Fórum Dr. Manoel Pedro Pimentel
3520509,6739,Indaiatuba,Indaiatuba,10ª RAJ Sorocaba,Indaiatuba,1,Fórum Indaiatuba I - (Principal)
3520509,6739,Indaiatuba,Indaiatuba,10ª RAJ Sorocaba,Indaiatuba,1,Fórum Indaiatuba II - (Juizado Especial)
3520509,6739,Indaiatuba,Indaiatuba,10ª RAJ Sorocaba,Indaiatuba,1,Fórum Indaiatuba III - (Anexo Fiscal)
3520509,6739,Indaiatuba,Indaiatuba,10ª RAJ Sorocaba,Indaiatuba,1,Fórum Indaiatuba V - (CEJUSC)
3520509,6739,Indaiatuba,Indaiatuba,10ª RAJ Sorocaba,Indaiatuba,1,Fórum Indaiatuba VI - (Residência Oficial)
3520608,6740,Indiana,Indiana,5ª RAJ Presidente Prudente,Martinópolis,0,Fórum Martinópolis
3520608,6740,Indiana,Indiana,5ª RAJ Presidente Prudente,Martinópolis,0,"Juizado Especial Cível, Criminal e da Fazenda Pública"
3520707,6741,Indiaporã,Indiaporã,8ª RAJ São José do Rio Preto,Ouroeste,0,FORO DA COMARCA DE OUROESTE
3520707,6741,Indiaporã,Indiaporã,8ª RAJ São José do Rio Preto,Ouroeste,0,Fórum ca Comarca de Ouroeste II (CEJUSC)
3520707,6741,Indiaporã,Indiaporã,8ª RAJ São José do Rio Preto,Ouroeste,0,Fórum da Comarca de Ouroeste III (Anexo do JEC - UAAJ - INDIAPORÃ)
3520806,6742,Inúbia Paulista,Inúbia Paulista,5ª RAJ Presidente Prudente,Lucélia,0,Fórum Lucélia
3520905,6743,Ipaussu,Ipaussu,3ª RAJ Bauru,Ipaussu,1,Fórum Ipaussu I
3520905,6743,Ipaussu,Ipaussu,3ª RAJ Bauru,Ipaussu,1,Fórum Ipaussu II (Juizado Especial Cível)
3520905,6743,Ipaussu,Ipaussu,3ª RAJ Bauru,Ipaussu,1,Fórum Ipaussu III (Terreno)
3521002,6744,Iperó,Iperó,10ª RAJ Sorocaba,Boituva,0,Fórum Boituva I  (Ofícios Judiciais)
3521002,6744,Iperó,Iperó,10ª RAJ Sorocaba,Boituva,0,Fórum Boituva II - (Juizado Especial)
3521002,6744,Iperó,Iperó,10ª RAJ Sorocaba,Boituva,0,Fórum Boituva III - Anexo Fiscal/Setor Técnico
3521002,6744,Iperó,Iperó,10ª RAJ Sorocaba,Boituva,0,Fórum Boituva IV  (UAAJ - Juizado Especial - Iperó)
3521002,6744,Iperó,Iperó,10ª RAJ Sorocaba,Boituva,0,Fórum Boituva V - (Arquivo JEC)
3521002,6744,Iperó,Iperó,10ª RAJ Sorocaba,Boituva,0,Fórum Boituva VI - (CEJUSC)
3521002,6744,Iperó,Iperó,10ª RAJ Sorocaba,Boituva,0,Fórum Boituva VII - (CEJUSC)
3521101,6745,Ipeúna,Ipeúna,4ª RAJ Campinas,Rio Claro,0,Fórum Rio Claro I - (Principal)
3521101,6745,Ipeúna,Ipeúna,4ª RAJ Campinas,Rio Claro,0,Fórum Rio Claro II - (Criminal)
3521101,6745,Ipeúna,Ipeúna,4ª RAJ Campinas,Rio Claro,0,Fórum Rio Claro III - JEC
3521101,6745,Ipeúna,Ipeúna,4ª RAJ Campinas,Rio Claro,0,Fórum Rio Claro IV - (Arquivo Geral)
3521101,6745,Ipeúna,Ipeúna,4ª RAJ Campinas,Rio Claro,0,Fórum Rio Claro V - (Estacionamento)
3521101,6745,Ipeúna,Ipeúna,4ª RAJ Campinas,Rio Claro,0,Fórum Rio Claro VI - (Anexo do JEC - UAAJ - IPEÚNA)
3521150,6746,Ipiguá,Ipiguá,8ª RAJ São José do Rio Preto,São José do Rio Preto,0,Fórum São José do Rio Preto I - (Central)
3521150,6746,Ipiguá,Ipiguá,8ª RAJ São José do Rio Preto,São José do Rio Preto,0,"Fórum São José do Rio Preto II - (Cível, Fazenda e DARAJ 8)"
3521150,6746,Ipiguá,Ipiguá,8ª RAJ São José do Rio Preto,São José do Rio Preto,0,"Fórum São José do Rio Preto III - (Família, JEC e Infância)"
3521200,6747,Iporanga,Iporanga,7ª RAJ Santos,Eldorado,0,Fórum Eldorado Paulista I
3521309,6748,Ipuã,Ipuã,6ª RAJ Ribeirão Preto,Ipuã,1,Fórum Ipuã
3521309,6748,Ipuã,Ipuã,6ª RAJ Ribeirão Preto,Ipuã,1,Fórum Ipuâ II - (Juizado Especial)
3521408,6749,Iracemápolis,Iracemápolis,4ª RAJ Campinas,Limeira,0,FORUM DA COMARCA DE LIMEIRA I (CÍVEL)
3521408,6749,Iracemápolis,Iracemápolis,4ª RAJ Campinas,Limeira,0,FÓRUM DA COMARCA DE LIMEIRA II (CRIMINAL)
3521408,6749,Iracemápolis,Iracemápolis,4ª RAJ Campinas,Limeira,0,FÓRUM DA COMARCA DE LIMEIRA III (CEJUSC)
3521408,6749,Iracemápolis,Iracemápolis,4ª RAJ Campinas,Limeira,0,FÓRUM DA COMARCA DE LIMEIRA IV (Anexo do JEC - UAAJ - IRACEMÁPOLIS)
3521507,6750,Irapuã,Irapuã,8ª RAJ São José do Rio Preto,Urupês,0,Fórum Urupês
3521606,6751,Irapuru,Irapuru,5ª RAJ Presidente Prudente,Pacaembu,0,Fórum Pacaembu
3521705,6752,Itaberá,Itaberá,10ª RAJ Sorocaba,Itaberá,1,Fórum I Itaberá
3521705,6752,Itaberá,Itaberá,10ª RAJ Sorocaba,Itaberá,1,Fórum II Itaberá (CEJUSC)
3521804,6753,Itaí,Itaí,3ª RAJ Bauru,Itaí,1,Fórum Itaí
3521903,6754,Itajobi,Itajobi,8ª RAJ São José do Rio Preto,Itajobi,1,FORO DA COMARCA DE ITAJOBI
3522000,6755,Itaju,Itaju,3ª RAJ Bauru,Bariri,0,"FORUM ""DR. JOAQUIM FERNANDO PAES DE BARROS NETTO"""
3522000,6755,Itaju,Itaju,3ª RAJ Bauru,Bariri,0,Fórum Bariri II
3522000,6755,Itaju,Itaju,3ª RAJ Bauru,Bariri,0,Residência Oficial - cedida para Prefeitura Municipal de Bariri-19ª Zona Eleitor
3522109,6756,Itanhaém,Itanhaém,7ª RAJ Santos,Itanhaém,1,Fórum Itanhaém - Desembargador Nelson Pinheiro Franco
3522109,6756,Itanhaém,Itanhaém,7ª RAJ Santos,Itanhaém,1,Fórum Itanhaém II (CEJUSC)
3522109,6756,Itanhaém,Itanhaém,7ª RAJ Santos,Itanhaém,1,Fórum Itanhaém III (Residência Oficial)
3522158,6757,Itaóca,Itaóca,10ª RAJ Sorocaba,Apiaí,0,Fórum Apiaí - Des. Déscio Mendes Pereira
3522208,6758,Itapecerica da Serra,Itapecerica da Serra,1ª RAJ Grande São Paulo,Itapecerica da Serra,1,Fórum I Itapecerica da Serra
3522208,6758,Itapecerica da Serra,Itapecerica da Serra,1ª RAJ Grande São Paulo,Itapecerica da Serra,1,Fórum II Itapecerica da Serra (CEJUSC)
3522307,6759,Itapetininga,Itapetininga,10ª RAJ Sorocaba,Itapetininga,1,Fórum Itapetininga I - (Desembargador Bernardes Júnior)
3522307,6759,Itapetininga,Itapetininga,10ª RAJ Sorocaba,Itapetininga,1,Fórum Itapetininga II (Criminal) Juiz Paulo Rubens Soares Hungria
3522307,6759,Itapetininga,Itapetininga,10ª RAJ Sorocaba,Itapetininga,1,Fórum Itapetininga III (CEJUSC)
3522406,6760,Itapeva,Itapeva,10ª RAJ Sorocaba,Itapeva,1,Fórum Itapeva I - Desembargador Euclides de Campos
3522406,6760,Itapeva,Itapeva,10ª RAJ Sorocaba,Itapeva,1,Fórum Itapeva II - (Anexo do JEC - UAAJ - FAIT)
